OTUID,006W4,010W4,014W4,015W4,016W4,017W4,018W4,103W4,104W4,105W4,106W4,107W4,108W4,109W4
344618a23be752b95dfcef5b74a0fb3d,0,132,0,0,0,0,0,0,0,0,0,0,0,0
449d9091382539545a61818e6c3f4bf6,0,0,0,245,0,0,0,0,0,0,0,0,0,0
8f0aee7a39a2d3b76b082e5eb0c6710a,0,241,0,0,0,0,0,0,0,0,0,0,0,0
32a6272d3b8b7ef244b6b2cfe5b23df9,83,0,0,0,0,0,0,0,0,0,0,0,0,0
1045e29a265ac289da8f36e8ca8a1a9e,0,240,0,0,0,0,0,0,0,0,0,0,0,0
4424898540ddfa9fc3a693360325998a,0,0,0,0,0,0,0,0,240,0,0,0,0,0
7f357ccfeb0cbb39acaef32c704a197b,0,238,0,0,0,0,0,0,0,0,0,0,0,0
ef0ee00d5b4a2e719d51ad16e8d8f86e,0,0,0,104,0,0,0,0,0,0,0,0,0,0
2f7e4e3132d970096da029adae9d9600,0,209,0,0,0,0,0,0,0,0,0,0,0,0
fb9f1b405154fb21b01b00b0c7ed78a9,0,0,0,0,0,0,0,0,0,38,0,0,0,0
7cf71af183e2d81582a82fdd6459d141,37,0,0,0,0,0,0,0,0,0,0,0,0,0
ddc2154084c3f8794ed0a3eb26784675,0,0,62,0,0,0,0,0,0,0,0,0,0,0
deac09bf9c8d3a748a91ec58318e7dd0,0,0,0,0,0,0,0,0,0,0,233,0,0,0
1bc1e29fd4cf2b45a83d5838c922cbbb,0,87,0,0,0,0,0,0,0,0,0,0,0,0
a328bf53a9756680eed0f681e17bbee8,0,0,0,150,0,0,0,0,0,0,0,0,0,0
77fe84a51752f93536e98cb4afcfdba5,0,0,0,0,0,0,0,0,0,0,0,0,157,0
af3e42453901d5ac97fcafdb477cc564,0,0,73,0,0,0,0,0,0,0,0,0,61,0
ae640faf72d6f07fb74c4105b4e6634f,0,228,0,0,0,0,0,0,0,0,0,0,0,0
3f211d1273f327a42b1f97976e71b090,0,226,0,0,0,0,0,0,0,0,0,0,0,0
a09113a180e2c6619fc5f90e46d53bc1,0,0,0,0,0,0,0,0,0,0,0,54,0,0
8bfe2528fef7269144c275d7212a8ced,0,0,0,0,0,0,0,0,62,0,0,0,0,0
0f4199a1f82c37b0691ab0cea3fc67ae,0,0,0,0,0,0,0,0,0,0,219,0,0,0
9750d6b1861a7cc21039258666d830c8,0,0,0,0,0,0,0,0,0,0,0,0,216,0
671c99ffcea17815cafab5b09b12c0ff,0,69,0,33,0,0,0,0,0,0,0,0,0,0
de9aceb39b6af17c50f83d7b891b128a,0,0,0,0,0,0,0,0,0,0,215,0,0,0
8160995145c9019fe3ee9c80a615a2b6,214,0,0,0,0,0,0,0,0,0,0,0,0,0
4a18755a06f55902eb5cf32a1dd09c05,0,0,0,0,0,0,213,0,0,0,0,0,0,0
5fb7f7be2737b3da274af41e26b17dc4,0,0,0,0,0,0,0,0,0,0,0,211,0,0
15d61d8dd5bdfc1435c8cf6d4863e859,0,0,0,0,60,0,0,0,0,0,0,0,0,0
9262efe546a96415da74b01f73333a58,207,0,0,0,0,0,0,0,0,0,0,0,0,0
7e25f14ff0ee74f6accc3f25b04e72e1,0,77,0,0,0,0,0,0,0,0,0,0,0,0
036875b32408e5066a9add437d8f8515,87,0,0,0,0,0,0,0,0,57,0,0,0,0
0b8490b475bc0cecb7593762d44b1601,0,0,0,0,0,0,0,0,40,0,0,0,0,0
2a41d2b58536dae6f4a026b52282be9f,0,0,16,0,0,0,0,0,0,0,0,0,0,0
c50f494fcf71f84aa6921dc06c1e25db,0,0,0,0,0,0,0,14,0,0,0,0,0,0
11182896cc55e0fa742a38f6f941ce41,0,137,0,0,0,0,0,0,0,0,0,0,0,0
9e02c7aaed972a40e98d24036afc44f8,62,0,0,0,0,0,0,0,0,0,0,0,0,0
d90aff88de16fe5473e92bea730b7c7e,0,189,0,0,0,0,0,0,0,0,0,0,0,0
b41dd951cb48bd9f7b56c74efa9952b9,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0beee49fffb7293d064d8c5c94a8c70d,0,0,0,186,0,0,0,0,0,0,0,0,0,0
88a1c9065e981341fe5d3d5abac50343,0,64,0,0,0,0,0,0,0,0,0,0,0,0
5bf7e6abca50aa0efd98b6eb1553d670,0,0,0,0,0,0,0,0,0,0,0,0,159,0
048ee965c7eb2ec189afc42ba3c71076,0,0,0,0,0,108,0,0,0,0,0,0,0,0
8c5d49dfccdc459de58cc00c10250ebc,0,176,0,0,0,0,0,0,0,0,0,0,0,0
6c48e3767d9c05ba290b8ee2c9b70ce6,0,175,0,0,0,0,0,0,0,0,0,0,0,0
a3cbb9731a09cfc21fc5efddc1c41d46,0,105,0,0,0,0,0,0,0,0,0,0,0,0
dae7e07e1fc4e424f05142f188e822b8,0,0,0,0,0,0,0,0,174,0,0,0,0,0
cf22bd34f72614cd01d04d7cd6941bd4,0,0,0,0,0,0,0,0,0,0,0,0,174,0
e8256b80a8cb80704c5fbb4bfa95d2dd,0,0,0,0,0,0,0,0,173,0,0,0,0,0
afe0ba2e12276388a4026cdbccc38f5e,0,0,0,0,0,0,0,0,0,0,0,0,78,0
7fe731245dae9da5593897df9df27531,0,0,0,0,0,0,171,0,0,0,0,0,0,0
eabe9601a39252af5246825ec8c24838,0,0,0,0,0,0,0,0,0,0,0,155,0,0
f91d6c4436cd0f406fedcf569c32d71a,0,0,0,0,0,0,0,0,0,0,0,0,170,0
c7192d6e77f0afbc70cc0675de0b9555,0,168,0,0,0,0,0,0,0,0,0,0,0,0
906e20ca04fe1f5644f02211e17cd3b2,0,38,0,0,0,0,0,0,0,0,0,0,0,0
b40ae421b98f5f32b9784a9518802dfd,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3804334244358f6c16a403bf011208de,0,0,0,0,0,0,0,0,0,0,0,0,26,0
579c6437bfe68de703c9b6129a0757a6,0,136,0,0,0,0,0,0,0,0,0,0,0,0
b030e04595eac5d8f4cba24a8a036b6f,0,0,0,164,0,0,0,0,0,0,0,0,0,0
a509678ae70ad656023173fb7dd53a48,0,0,0,0,0,0,0,0,0,0,0,96,0,0
26e682e1617a08131a70a05b196b69ba,158,0,0,0,0,0,0,0,0,0,0,0,0,0
25d6b80c6f673b709bbee1087c8c992d,0,157,0,0,0,0,0,0,0,0,0,0,0,0
30fcd2ad2d43d7d8adfc1ed3d7e3ae7b,0,156,0,0,0,0,0,0,0,0,0,0,0,0
019dd113cf0db63698ff674a80b7c002,0,0,0,0,0,0,0,0,0,0,0,0,0,156
ee21be67a3af1d292fa9a52042c930d3,0,97,0,0,0,0,0,0,0,0,0,0,0,0
0ab6385e05fb18c030fe3e994c30e890,0,0,0,93,0,0,0,0,0,0,0,0,0,0
43ca77bdaedf7a482ced24df3cb2dd2f,0,0,0,0,0,0,0,0,0,0,0,154,0,0
cffb773a1d17270e9a3def4070f1d645,0,71,0,0,0,0,0,0,0,46,0,0,0,0
7889c239d8bdea0aeea7aae08cf37feb,0,0,0,0,0,0,0,0,0,0,0,0,86,0
6d0ec0372c1694706d38486bc427f639,0,0,0,151,0,0,0,0,0,0,0,0,0,0
4da9cf0b1b0c2412a5867859afd7a377,0,0,67,0,0,0,0,0,0,0,0,0,0,0
49ee96dbc1a00efd5e499628f9bce585,0,0,0,0,0,0,0,0,0,0,0,0,150,0
2ed1b97e1c80418ffb5b43e90373ac8d,0,149,0,0,0,0,0,0,0,0,0,0,0,0
c608c8e67003cdd259706bb15e8b2c09,0,149,0,0,0,0,0,0,0,0,0,0,0,0
158e1f2ecdd0a344913c25fd9268ac4a,0,0,0,149,0,0,0,0,0,0,0,0,0,0
9b1e899da53d123feec5e0ae9c1a6a70,147,0,0,0,0,0,0,0,0,0,0,0,0,0
3c453d3659e8b15bf6298c8eae7b0221,142,0,0,0,0,0,0,0,0,0,0,0,0,0
3c98d7413b2770134e4341b65ae7cf1f,0,0,141,0,0,0,0,0,0,0,0,0,0,0
04685f181f452f0a3a24d6a432d8c68b,0,0,0,0,0,0,0,0,0,0,0,21,0,0
fc826617b725a877046e0d5d06d00eb1,0,25,0,0,0,0,0,0,0,0,0,0,0,0
07fcf9978f30039036a893ace2ff6dec,0,0,0,0,0,0,0,0,0,0,0,0,135,0
9fde4144e80cddf98b49b9aec057de65,0,0,119,0,0,0,0,0,0,0,0,0,0,0
d55c8eb8a14ca6c9c170d80d0860ec95,0,0,0,0,0,0,0,0,0,0,0,0,70,0
05a55aa63cee32268440f66840642cb5,0,0,0,0,0,38,0,0,0,0,0,0,0,0
0e2e7b8429f68a8dc87ce225964a8203,0,0,0,0,0,0,0,0,39,0,0,0,0,0
d8f545ef8450496e0733dc635f3efacd,0,0,0,0,0,0,0,0,0,0,0,35,0,0
819d4bf070941dcc61aa24d8b4f5bbdf,0,129,0,0,0,0,0,0,0,0,0,0,0,0
a7d3e337751ba5033835a316608ff0ee,0,0,52,0,0,0,0,0,0,0,0,0,0,0
a24e8807f85db613ad34477c717452ef,0,0,0,0,0,0,0,0,0,0,0,0,129,0
345fb6ac93dee7273e003f895f1af86b,0,0,0,0,0,0,28,0,0,0,0,0,0,0
687b568651c41da57c8bce0dd9f9bcb2,0,127,0,0,0,0,0,0,0,0,0,0,0,0
62fa78cceaad5a74aaaacfa50fbc47a4,0,119,0,0,0,0,0,0,0,0,0,0,0,0
d0f99cb68e152b447148937f4ca3780a,0,0,0,0,0,0,0,0,0,0,125,0,0,0
749e30c4a1407d2a8cba44d04f8466fb,0,0,121,0,0,0,0,0,0,0,0,0,0,0
49c8b37e5154f85a64cecc3b2be790ed,0,0,0,0,0,0,0,0,122,0,0,0,0,0
4639d8f927a6ac8b1bc46f94c2b93ea6,0,0,0,0,0,0,0,0,0,0,0,0,9,0
53ebd70254d68f3fe7c77ec774d25387,0,0,0,0,0,0,0,0,0,0,0,0,119,0
922d26d75c71109dde6a6710d736658c,0,0,0,0,0,0,0,0,0,0,0,0,119,0
1545e51b2936f87952560b4df59fdc36,0,0,0,0,0,0,0,0,0,0,0,0,65,0
5c535be9251b4c5a64158b8caf82fd90,0,0,0,0,24,0,0,0,0,0,0,0,0,0
f8758faca42e1296942ae35429715a70,102,0,0,0,0,0,15,0,0,0,0,0,0,0
e20eb3e5e6b9e9ede54c69d7f34415ed,0,0,0,0,0,0,0,0,117,0,0,0,0,0
ad193779d1c6c7c84302eaf46d2fd2df,103,0,0,0,0,0,0,0,0,0,0,0,0,0
f45accd11b4d18f178e84083c14751fc,0,81,0,0,0,0,0,0,0,0,0,0,0,0
97a4872daf0a0ed6cf6b48bac9af8cc6,0,112,0,0,0,0,0,0,0,0,0,0,0,0
9444c63d6cd155b1cb9217ff46bbfbb5,0,0,0,34,0,0,0,0,0,0,0,0,0,0
77be8920291203357be793cd0d2576ce,0,0,0,0,0,0,0,0,0,0,0,0,68,0
f1c8773c6ffa7c98408b636ecda3c9bc,0,108,0,0,0,0,0,0,0,0,0,0,0,0
8901ca8a6641d631f6211d9da6d08848,0,107,0,0,0,0,0,0,0,0,0,0,0,0
96d18d3528116b3304b4c7edf8f29e8a,0,0,0,0,0,0,54,0,0,0,0,0,0,0
43be722a95ec754e223e66f75faf5e48,0,0,0,0,0,0,0,0,0,0,0,0,33,0
3aba9f7615944a40722a9da4e0a2e71d,0,0,0,0,0,0,0,0,0,0,0,0,103,0
df80a6fec5dcf5929ea62f1d6d2f2fb3,0,0,0,0,0,0,0,0,0,0,0,0,46,0
0c76847546fcac7be396114b0be8029d,0,0,0,0,0,0,0,0,63,0,0,0,0,0
d34c08be0802827301cf44cd7456997b,101,0,0,0,0,0,0,0,0,0,0,0,0,0
4e5fcef45e5a1c7c39139d21c91e4f58,38,0,0,0,0,0,0,0,0,0,0,0,0,0
4b3661fb9ac01a42d051c0ed96eb5de5,0,101,0,0,0,0,0,0,0,0,0,0,0,0
99460df79de1d0d14ff60a5c76a9777a,99,0,0,0,0,0,0,0,0,0,0,0,0,0
b53c348924259b6a7d077f3d385427dd,0,0,0,54,0,0,0,0,0,0,0,0,0,0
a1d60c73529c0e31593499d61f875b72,0,0,0,0,0,20,0,0,0,0,0,0,0,0
ecfe560aa5c476bdaf36ae0cfd3a2834,0,0,0,0,0,0,95,0,0,0,0,0,0,0
58e6e34426684bfffb3f054889215b7a,94,0,0,0,0,0,0,0,0,0,0,0,0,0
a5ee6da185ea02e72393cad47aa44ec7,0,94,0,0,0,0,0,0,0,0,0,0,0,0
caed35703aa2fe734b3e81378929805b,0,94,0,0,0,0,0,0,0,0,0,0,0,0
8a1e39a004dd361299c002b25daf9601,0,94,0,0,0,0,0,0,0,0,0,0,0,0
a1f642eb227696b2d2ae1a15cfcfe6e9,0,92,0,0,0,0,0,0,0,0,0,0,0,0
078af95c758d1d213b78df3f9fdb20c5,11,0,0,0,0,0,0,0,0,0,0,0,0,0
a08a3f2def8e8dbd1da55be3f3d79d7a,0,90,0,0,0,0,0,0,0,0,0,0,0,0
3276c906899b3f4592ae5f8b008d4c19,0,0,0,0,0,0,0,0,0,0,0,0,90,0
cbcf98ba9c0c29dc325462b7618962bc,0,0,0,0,0,0,0,0,0,0,0,0,6,0
233140f69bba72c0c9718418f882da24,0,0,0,0,0,0,0,0,0,0,0,0,62,0
778abc44702d7c359367b4063bcc6cdc,0,0,0,0,0,0,35,0,0,0,0,0,0,0
c8295c2886261089354a1b70e9edca7c,0,77,0,0,0,0,0,0,0,0,0,0,0,0
ed9b938772cf5eaa0cca1f01880146b2,0,0,0,83,0,0,0,0,0,0,0,0,0,0
f64a687d39e85ec21692724e7e12fca9,0,0,0,0,0,0,0,11,0,0,0,0,0,0
b9b04be5df644450ffc4ff4aeaa52274,0,0,0,0,0,0,0,0,0,0,81,0,0,0
34ee9afc05eebbd5de291aca3c301a32,0,0,0,0,0,0,0,0,0,0,0,0,50,0
d6867bc9c77bf5e3820bfc6c50db0841,0,0,0,0,0,0,9,0,0,0,0,0,0,0
686e4b81a13c4b1df33410b3c17807f7,0,0,0,79,0,0,0,0,0,0,0,0,0,0
c77e335ef078a0e5201532d6991feaf8,0,0,0,0,0,0,0,0,0,79,0,0,0,0
b8458a8b41492e0afe6248b9f9914cdd,0,0,0,21,0,0,0,0,0,0,0,0,0,0
f4101909c23447829a342790298bb993,0,76,0,0,0,0,0,0,0,0,0,0,0,0
c09dd5b6894023ac8345818d61c0cad8,20,0,0,0,0,0,0,0,0,0,0,0,0,0
254887daadb86512dc36002f463b1acd,0,0,0,75,0,0,0,0,0,0,0,0,0,0
5b72f198bc465c0878f39cb3bf36d4c0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
575a07a73a9e7d71d7d4120a5e4d2383,0,0,0,0,13,0,0,0,0,0,0,0,0,0
e1cc2ff94f8c64feba489e0a8f2168c7,56,0,0,0,0,0,16,0,0,0,0,0,0,0
afccd7e75ea546ddcf7ff5dfe14f2196,0,0,0,0,0,21,0,0,0,0,0,0,0,0
c9b3e6ce9c64dc171f7ab68bbef8d133,0,0,0,0,0,0,72,0,0,0,0,0,0,0
5bbf57133ffd6fc01c8ca194daced1f6,0,0,0,0,0,0,0,0,0,0,0,0,72,0
31df9e71032a30ebbb6368f0350c4b29,0,0,0,0,0,0,0,0,0,0,0,0,0,25
a02835de8b738cd4ff30769b406a18fd,0,0,0,29,0,0,0,0,0,0,0,0,0,0
a9187038c3341e2c8f4883fcc76a09c2,0,0,0,0,0,0,0,0,0,0,0,67,0,0
455152847c72d83ee3ecd85d7477afe5,0,0,0,46,0,0,0,0,0,0,0,0,0,0
70cf636944021bfa78b6abccfbda8a53,0,0,0,66,0,0,0,0,0,0,0,0,0,0
74f9e1f521e74e3e32b636740ba9887a,0,0,0,0,0,0,0,0,0,0,0,42,0,0
98fda7e35d14e0cc060dbf50813c3c7c,0,0,0,0,0,0,0,0,0,0,0,0,62,0
a16a88bcc683c2808c0ec2e528c78957,0,0,0,0,0,0,0,0,61,0,0,0,0,0
4aa47772080b08bdcba6935b4ce00900,0,0,60,0,0,0,0,0,0,0,0,0,0,0
bb5840fe18ba10773be57eb87f239591,0,0,0,0,0,47,0,0,0,0,0,0,0,0
fb1879d3bb70b5f07fbaf8778b224b11,0,58,0,0,0,0,0,0,0,0,0,0,0,0
e9ba127fa27aa0c8a92f5e030b4fd745,0,57,0,0,0,0,0,0,0,0,0,0,0,0
3ec2738ee985b5bacccedac5db465ad2,0,57,0,0,0,0,0,0,0,0,0,0,0,0
c23063122968b7595b62f4211d4bb4a9,0,0,0,54,0,0,0,0,0,0,0,0,0,0
ecb447488511f9754a810722f6ac458b,27,0,0,0,0,0,0,0,0,0,0,0,0,0
c4631dcb57edc29c791fff399c0f4289,0,0,52,0,0,0,0,0,0,0,0,0,0,0
a17a4710adcbee2c6e8bb769a4996119,0,0,0,0,0,0,0,51,0,0,0,0,0,0
83f0e00c66e0ba5c61cc3f614bc4a858,0,0,0,0,0,0,0,0,0,0,0,0,51,0
c10079f6e1dd9d67b644b818101b81a5,48,0,0,0,0,0,0,0,0,0,0,0,0,0
5e711e9f523bb2c46d84abddef412437,0,48,0,0,0,0,0,0,0,0,0,0,0,0
214a50fb9e968bcd66916ba392203bb7,22,0,0,0,0,0,0,0,0,0,0,0,0,0
ad00beab3dc0dc6b142db6b66db94c0a,46,0,0,0,0,0,0,0,0,0,0,0,0,0
37b4978e1656c2de4edd4721d766d62e,0,0,0,0,0,0,14,0,0,0,0,0,0,0
208df06dffb9a82860553dfcbaf377e0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
26c289f33a3432a10419996f070f50cd,0,0,0,0,0,0,0,0,0,0,0,0,16,0
8780750899a6cc9e0892aba681c1168c,0,0,0,0,0,0,0,0,0,0,0,0,46,0
3134c27b0df1d83587da8b77adcbaa08,0,0,0,44,0,0,0,0,0,0,0,0,0,0
6438147e81c0e961ee0c8428c9aaab5f,0,0,0,0,0,0,0,0,0,0,0,0,15,0
c5c1e114fb58ebf55ba17740943895fc,0,0,43,0,0,0,0,0,0,0,0,0,0,0
d9996352eb64110a524abf63889e7e4a,0,0,0,0,0,41,0,0,0,0,0,0,0,0
69e087d53399c53be088f95efdddaf80,0,0,0,0,0,41,0,0,0,0,0,0,0,0
b885176cbede9a55bdbe3ef64930f68e,40,0,0,0,0,0,0,0,0,0,0,0,0,0
d29e45dae965dc6e52ac065b7726e22b,0,40,0,0,0,0,0,0,0,0,0,0,0,0
75ce6288d8d3284a90400cf70deb79c8,0,0,0,0,0,0,0,0,0,40,0,0,0,0
d02c96aa2ebe6aa57ee9b2249a119a57,38,0,0,0,0,0,0,0,0,0,0,0,0,0
54eb0b7d35e53d8151aed9c3c5008800,0,31,0,0,0,0,0,0,0,0,0,0,0,0
3ae307891176e58e9a2b405a917c1029,0,0,0,0,0,0,0,0,0,0,0,0,0,38
6dde0c1306c0f7166c586b715d5a859a,37,0,0,0,0,0,0,0,0,0,0,0,0,0
aa604358a4996819cf9450caaf6076ec,33,0,0,0,0,0,0,0,0,0,0,0,0,0
72afe274b3e80c1b15c082d21a90bd5e,0,0,0,0,0,0,33,0,0,0,0,0,0,0
e91901d3bb51d508737f9a3a2e6ad8f4,0,0,0,0,0,8,0,0,0,0,0,0,0,0
e0e9a0b6225a959d0c7773e42ac82917,0,32,0,0,0,0,0,0,0,0,0,0,0,0
520bd245404d4c3d411e3153aac7a467,0,0,0,0,0,32,0,0,0,0,0,0,0,0
fadb1e67b9742eef529d790533197a6a,0,0,0,0,0,0,0,0,0,0,0,32,0,0
2cf111ff0eb63da7afe43c462ebaa9ac,0,0,0,31,0,0,0,0,0,0,0,0,0,0
aad1acf75d46da4d5077f3a8f012b48b,0,0,0,0,0,0,0,0,0,0,0,0,31,0
19ebfd2851bf53d22e421b50d73bb606,0,0,0,0,0,0,0,0,0,0,0,0,31,0
fac0540bff95e2ed9f49cc46a5827712,0,0,0,0,0,0,0,0,0,0,30,0,0,0
7c6d347482e1b1d29d09dd6155385153,0,0,0,0,0,0,0,0,0,0,0,0,30,0
63c2016f5bd5e3bbec99d8c9b11471e0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
cad9de5e61e77b978d2c1336d39c4a31,0,0,0,0,0,0,0,0,14,0,0,0,0,0
268db83fbaa0a46c129c46e640424176,0,0,0,0,0,0,0,0,27,0,0,0,0,0
9615e110b8ca880acb34633522217975,0,0,0,0,0,0,0,0,26,0,0,0,0,0
f26bb1c365d900a7d0986bc069375014,0,0,25,0,0,0,0,0,0,0,0,0,0,0
e69118bd736b158c630f3aa470aaeac1,0,0,0,0,0,0,0,0,25,0,0,0,0,0
80ba54fa59a5b1b24239a44e5fdb9a03,0,0,0,0,0,0,0,0,0,0,0,0,0,25
3b2572f4248a88d1636acd24d53fd419,0,0,24,0,0,0,0,0,0,0,0,0,0,0
6e4e6697215393eb93c08191c1a57eb0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
0af410d41d7d619f452bae6fdd4e4559,0,0,0,0,0,0,0,0,0,0,24,0,0,0
f322b4fdf9d70423ea9f82db3c5a2bc9,0,0,0,0,0,0,0,0,0,0,0,0,24,0
a0da2a1256f2a80beb02555dace4809f,0,0,23,0,0,0,0,0,0,0,0,0,0,0
dd7cc3cc45c204c9bf076efe5cb11182,0,0,0,22,0,0,0,0,0,0,0,0,0,0
29e5026ed91c03b7a36b142762c47d9c,0,0,0,0,0,0,0,22,0,0,0,0,0,0
bde922dad7c2f1e271c6ae64c8f20d23,0,0,0,0,0,0,0,0,0,0,0,0,22,0
654c800f5410b954931d2d79445b406e,21,0,0,0,0,0,0,0,0,0,0,0,0,0
f8585da2e6134eac1abe6b0444458919,0,0,21,0,0,0,0,0,0,0,0,0,0,0
236894c1c2376b40710f4b0b0ea87a90,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ed1a2d49ef6555fd580e64611163aa36,0,0,0,0,0,0,0,0,0,0,0,0,21,0
734085719d1472fa4f312838893c195a,0,0,0,0,0,0,0,0,0,0,0,0,0,21
786f2b6ed7c8c43bff28ec790fbbe5bd,20,0,0,0,0,0,0,0,0,0,0,0,0,0
04beb24ce8d159aa9ce515b27fee72a6,0,0,20,0,0,0,0,0,0,0,0,0,0,0
d4cc6e0105c119f6f8ef8898891a9548,0,0,0,0,0,0,0,0,0,0,0,2,0,0
e1a2cfddf66f8829cb3a1343a092056d,0,17,0,0,0,0,0,0,0,0,0,0,0,0
c22355db64bb973630237306f364ae38,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0ff3d1f024a93c5789013d2b89aad817,0,0,0,0,0,0,0,0,0,0,0,0,15,0
4479b7063d1c5b50580ae9cbe18eae90,13,0,0,0,0,0,0,0,0,0,0,0,0,0
44404c86fdc934c0c9594f3a840feb3f,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0f2be129be860928661a8107734a8b2b,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ddc10ec41756310d0f1b900888619cc5,0,0,0,10,0,0,0,0,0,0,0,0,0,0
60bfd8028f666bf3f4bfdf346535b580,9,0,0,0,0,0,0,0,0,0,0,0,0,0
46fd9919533853938e695ccf014ff087,0,0,9,0,0,0,0,0,0,0,0,0,0,0
d62a6271a744ba693ca2c66357e6ed08,0,8,0,0,0,0,0,0,0,0,0,0,0,0
c8fc1bb697a83e92a144c893db3f0d37,0,0,0,0,0,0,0,0,8,0,0,0,0,0
27bac8994fd367debe2bf61002167d13,0,0,0,0,0,0,0,0,0,8,0,0,0,0
f2ce72342723c411c29ce83c6ac0f66f,0,0,6,0,0,0,0,0,0,0,0,0,0,0
c098f7ba592e834b2cb3a71610055b94,0,0,0,0,0,0,0,0,6,0,0,0,0,0
242c8bbdc65d4f1cb48b14992e48b5ca,0,0,0,0,0,0,0,5,0,0,0,0,0,0
582aca26274c48eca4d3421aaeb05a7c,0,0,0,0,0,0,0,0,5,0,0,0,0,0
3c08569331bd8bb07f0fe58b33f59359,0,0,0,0,0,0,0,0,4,0,0,0,0,0
b8c40613f551ea398dd09a29a722fb58,0,0,0,0,0,0,0,0,0,0,0,0,4,0
22fad1e82986090a17a7330fc6711dfa,3,0,0,0,0,0,0,0,0,0,0,0,0,0
695f0e1f37efede9f6e1371d2fecc1b0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
f5d728134138eddc35e0de28e36dfc13,0,0,0,0,0,0,0,0,3,0,0,0,0,0
