OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Confidence
315ca54360c9e511b5a27896123114a5,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Anaerorhabdus] furcosa group,0.999973513
2bfe94e50b5de09f9bf171c7bea83de2,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Anaerorhabdus] furcosa group,0.999965638
9d9051d35c0883a600e44cdc44467a4d,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Anaerorhabdus] furcosa group,0.999955235
33515aabae8f1bbdecdd9880998776d9,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Anaerorhabdus] furcosa group,0.999976402
f316356683afb6d52632afdf4c972752,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Clostridium] innocuum group,0.999998371
5b3a6aff85097870bb18692b191cefac,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Clostridium] innocuum group,0.99999872
85e065823236141ff61633b88bd86211,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Clostridium] innocuum group,0.999994147
b58cb8db04255c14dc454f1ed6594827,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Clostridium] innocuum group,0.999998281
fc232fd52adfbdb41d88564e34a7526a,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Clostridium] innocuum group,0.999998809
60f3f0aa7df046f54856e3b70089a428,D_0__Bacteria,D_1__Firmicutes,D_2__Erysipelotrichia,D_3__Erysipelotrichales, Erysipelotrichaceae,[Clostridium] innocuum group,0.999999564
4a41233347a7ed6ee0df5a7ddc9ba926,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Bacteroidales, Marinilabiliaceae,[Cytophaga] xylanolytica group,0.977418576
6f27a46e0a291f2470764a16537724f9,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Family XIII,[Eubacterium] brachy group,0.999697201
64219acdd2d868f1b15a8008515ab598,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Family XIII,[Eubacterium] brachy group,0.999681229
de2ce4c8f9db45f7633c533b68d824ac,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Family XIII,[Eubacterium] brachy group,0.999999994
abb26c1e6079817b1f069a881d5ee253,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.999027521
7f307e98e4a38ad03eaeb29a7a99abb4,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.999100046
6cab99d8a15683f36a6dcfefa7d5dfea,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.986287706
6bd426d5634bb4aa3bb48bf0f0d63ad9,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.975159901
b2d71cc6e2e01bc29281c43d34da678e,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.844139942
d064d889ed1e6101eb5cc06c07063f62,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.740971664
5b98ce3e63b5d28c579d0af57b2a99cc,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.992943656
18383923d51920962ff8966051b6dd47,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.999994697
d119c9d0faf19846e545329fb910f1ea,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.998800871
55e3b4a754f24bc34a8e90f5781cdf27,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.9269896
caff95e4a81130ea9dd6c5be71ca01e9,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.763002934
b3ff8c25e63e1b49c7798a0146fbd6fe,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.997928261
2cf2e8623e730a5705444054965bc9a3,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.999953797
33ae06f9bf813177083d20df4cfbf5f0,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.885706078
83cd4070fe5b59249303b87771ebcd37,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Ruminococcaceae,[Eubacterium] coprostanoligenes group,0.999038512
62b9fc8b74059669bb8bc152ca063c97,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] eligens group,0.999973895
6b036b635a6114b2302bdff3b9fcf79f,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] eligens group,0.999987658
1724bd03f701146ce80b49fb4e5a7687,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] eligens group,0.999983278
a8705ce9c5397ac8036c95e88cd03a76,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] eligens group,0.999984268
6c55545cedec379a2e80e5fc065cd4a2,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] eligens group,0.999980982
ba42d5990a9876a4622e355dad9ead44,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] eligens group,0.999966756
7628b8d54168b3bbf2d5911315a9761b,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] eligens group,0.999973895
68cbd4ada492bd7afb00f00f9129fe4c,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.999999843
6394d6c7688324415f31a853c709f5ca,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.853099055
c2bd95acb8f1ce06073c049ccae24af1,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.999999757
17ba301c588e5f2c81c3f7b57fcbf49e,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.999999848
141309f1b3b12facd6641d51f44e2c46,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.876102511
d6f409846aced7aabf4471c66a6673b8,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.769977414
27a5e934e155068eb46d3601a0ce3901,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.999999792
842025b48c11c39d917e0286900b6cad,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.999999821
1fd05502889173d68bb24062afe22ff6,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.999999874
ccc8e58a7baba87422fd5486594845dd,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] hallii group,0.999999001
df7cb927090f6789e5e43d371d6f0bc3,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Family XIII,[Eubacterium] nodatum group,0.769388254
0ced8e4eb30385243f1120a1ff789f31,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Family XIII,[Eubacterium] nodatum group,0.74773983
322d63a463178e1f0d44407460c9a258,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] ruminantium group,0.977885347
099c34ca0a6fec76e63c1879167bd621,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] ruminantium group,0.92685727
0dbb8ffeb5be81ac244f2b47b2629c09,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Family XIII,[Eubacterium] saphenum group,0.990707438
a5361785ca0030564c1e751dae6121c2,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Family XIII,[Eubacterium] saphenum group,0.987334694
bc0919b4516f2c391f4a18c7e587b460,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] ventriosum group,0.999903745
070f332e6f053088f86e217e62610642,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] ventriosum group,0.999916489
1011c292925e22bd85ccd11e7cce694d,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] ventriosum group,0.813033162
5a8142a57e3faf8baf39f2972af8b31f,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Eubacterium] xylanophilum group,0.840200004
f45accd11b4d18f178e84083c14751fc,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Peptostreptococcaceae,[Eubacterium] yurii group,0.999999723
111cb236caf57029fae58841721c7179,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Peptostreptococcaceae,[Eubacterium] yurii group,0.99999979
f55cf8b72677dad537c2bc7dd72e5a0e,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Peptostreptococcaceae,[Eubacterium] yurii group,0.999999801
f322b4fdf9d70423ea9f82db3c5a2bc9,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Peptostreptococcaceae,[Eubacterium] yurii group,0.999999365
8b7150d0567581cec178d8ff72d4d9f5,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Peptostreptococcaceae,[Eubacterium] yurii group,0.99999979
f641679bac255231ff0a773e2f84af03,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Peptostreptococcaceae,[Eubacterium] yurii group,0.99999979
58a0690dd4c9fc774a8dfddbb51bbaaf,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Peptostreptococcaceae,[Eubacterium] yurii group,0.99999979
b918dfab95b262ab779170b05f9198b5,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gauvreauii group,0.782677734
180123c68be28d8ec81b30848bc7c787,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gauvreauii group,0.84502441
9f86db761a4284e1dc04a44d6d6463c5,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gauvreauii group,0.846396396
0530cbe83e55097d8377f9e3b4c6eada,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998884524
d78e3440aa295cf9f67d0f0be72e64ac,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998925525
f08ea5da7c0b9e3d11c1e21cdbbca0dc,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998796136
e46a955760ccc08140fe6199f6e56937,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998980371
bab14f49c479f33aaefc7493fcdfd709,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998823969
3709c3b191532d72bfa94af7ea257f0c,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998967666
768731a923714ccc81aabedd9ffecac9,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.999095615
c73b59cd4995082910bd8d38da84bc52,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.999041824
4e475f8a82d2e74a63e25cb9bc7d71fc,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998899819
6f3eef580d6044622605e86e0d700d2a,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.999190967
5b1daf03b993c52f70879a0adbd44f7c,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.998931894
504b8026a129328d3bf5ad48b68ae68b,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] gnavus group,0.999203017
15efb7510d67a6480b8ace407b86596b,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] torques group,0.998288887
a2c103709d695c984c38d8c2d7511e08,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] torques group,0.998799247
d5592d6e566413d5c4e55f50fbc0046f,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] torques group,0.998745825
2516cba8c18b17d911b50890a15a3a35,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] torques group,0.998038667
e3d8867fdd8b728edb6bf6ae085b6cc4,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] torques group,0.998894232
7b0d09cee572faeead6a1e75b0a531ff,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] torques group,0.998437375
d651a70c298a9efc61619023587fba1b,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales, Lachnospiraceae,[Ruminococcus] torques group,0.997382504
9306a7e6f82f7fad3f924ad452ea6903,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales, Beijerinckiaceae,1174-901-12,0.999960558
37c005312bedb7529aa814d3d0d85238,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales, Beijerinckiaceae,1174-901-12,0.9903657
a9615ca8f9a71285303fd1c2fae52c97,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales, Beijerinckiaceae,1174-901-12,0.920018972
8cad557b7e0fd2b410eac540c11cf0bb,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.995662705
5fe266e2710d52e46fd8d1f52caf4848,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.996596524
a3a5b34fe5d46b30ba8f1d3d7c776ca0,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.995399337
b929dce5d9f1d94d9fde0b976e7b2b2f,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.995940484
7960263e4e3af494ffb71752d343cc33,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.997480658
40606ec64354b10468f703bfc124d406,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.99655536
1f3e0f9918e843fecbb6f65c0e36b8ef,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.996781325
4668261413b00b84223751fbaa89bc1f,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.997056295
cae5c93e31a864978136f6c355eb41ed,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.996117697
22ecdc6da0b71d9461abef25acbf6293,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.996119437
456b60548a2315df646c5740823a5b3d,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.995664341
460206088e84192ab8f31f89836190cd,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.715600325
4bd96da4c0444ae422ac2dab65aaf52f,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales, Aerococcaceae,Abiotrophia,0.95299636
b6328503e7b9585f41627cd07d9d673e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales, Mitochondria,Acanthamoeba sp.,0.999999972
c9f90ad2f6e35e36109f3a6a5df9d392,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales, Mitochondria,Acanthamoeba sp.,0.999998756
76d220a35756cc745dc4f6cf337c6c15,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales, Acetobacteraceae,Acetobacter,0.998110727
db3f9cdf921d02f4c50d8fa605e9055a,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales, Acetobacteraceae,Acetobacter,0.98693457
ffdf32b34e43aa4553821911ce120ac6,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.999999999
d3b686a65c63d7daf38f428842fbd826,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.999999981
d04e6e91c1f3320bd6a45efb3d1b3af7,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.999999985
f338bc065426ad300949d13b3a195817,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.999999982
a7ac98274dc4b8b01de03bd794f80b26,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.999999983
eb39109c18ff307e0646dfd11e31c67d,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.79548504
4ac2f07b6b24a3cfa2443133177d986e,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.713868834
10720275ea0b6f08f2eb54bc90ee6f74,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Acholeplasmatales, Acholeplasmataceae,Acholeplasma,0.999999999
654a2b23e1c530b76984123cefc74479,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mollicutes RF39, Acholeplasmatales bacterium canine oral taxon 316,Acholeplasmatales bacterium canine oral taxon 316,0.812192694
23258575c210b0ed46a22f38e77a52b2,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mollicutes RF39, Acholeplasmatales bacterium canine oral taxon 375,Acholeplasmatales bacterium canine oral taxon 375,0.999999796
e2df55a8bc9b283dd6e0cde2f80367ff,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mollicutes RF39, Acholeplasmatales bacterium canine oral taxon 375,Acholeplasmatales bacterium canine oral taxon 375,0.999999846
c6f3019b7b19349f9114f3dea9490a03,D_0__Bacteria,D_1__Tenericutes,D_2__Mollicutes,D_3__Mollicutes RF39, Acholeplasmatales bacterium canine oral taxon 375,Acholeplasmatales bacterium canine oral taxon 375,0.999999855
6a6ffbb2935901e88dd01ba52a9d48e4,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.852685115
e08d96be2877b8a66fb0d6b55e7a188e,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.942918709
56d8575566dc0b4b68c04c2431c03ddc,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.861684029
7367260d06a7ce117edc90e6dd0ed29f,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.940678396
e2e8cb3f5e40bad339479a617f86be59,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.849026302
1f284405e50994742dae8afd3f081eac,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.950350563
ea07253cf9223366b8586134933b269e,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.852925485
c903f47e6d4d97cae5e8dd2ab55d667a,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.85226029
b4490ab59c1b4a08e1e677fa7b1512e5,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.862267452
f0cf5b9702443795741172e3f215586a,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.858958785
933702fb24bce246c5123ff75c2b856e,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Achromobacter,0.868232544
f5ea780b4b939c978a21b86713a6c184,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales, Acidaminococcaceae,Acidaminococcus,0.708202303
7afaf90da03aba03bb398152b221d355,D_0__Bacteria,D_1__Firmicutes,D_2__Negativicutes,D_3__Selenomonadales, Acidaminococcaceae,Acidaminococcus,0.757103107
eacb162669bb4b18958e4417c4d11708,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis, Unknown Family,Acidibacter,0.984621758
a4ed08ad71de77207262b5025d8d3945,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis, Unknown Family,Acidibacter,0.983262984
d0d64f8fe160575b552c1d007b333dde,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis, Unknown Family,Acidibacter,0.999834339
4c1c03ed0a79aea369224ca859737fc2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis, Unknown Family,Acidibacter,0.794406772
04a6e3f1f1f67a5eb3e9155e492c8da8,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis, Unknown Family,Acidibacter,0.984638002
5251eb64f942e460e48d0bb5ab332beb,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis, Unknown Family,Acidibacter,0.983890742
e97bf6f7003eca3edb7706db19d004c4,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis, Unknown Family,Acidibacter,0.984253143
850c00c0b7aac09db2642eb5bce24f6c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales, Acetobacteraceae,Acidiphilium,0.978564075
cd365db9bc096d82f0a9e61f00c6cb1b,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales, Acetobacteraceae,Acidiphilium,0.876844616
8b6526ff2bdb74d752cb460460618318,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales, Acetobacteraceae,Acidiphilium,0.775708244
3bc350faf508e0bfb1fc8112dcb425ab,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Acetobacterales, Acetobacteraceae,Acidiphilium,0.779363864
51f56e030b908af02b419851979eefee,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__Acidobacteria bacterium SCN 69-37, Acidobacteria bacterium SCN 69-37,Acidobacteria bacterium SCN 69-37,0.971840518
225907562e982647697288d5b02bf80c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Acidovorax,0.765190636
2f4cac87ddd0695be796fc5742eec7d0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Acidovorax,0.796697406
8c9e18f15646623b1418f9c63308381c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales, Burkholderiaceae,Acidovorax,0.774105093
