OTUID,S6,S10,S11,S15,S22,S23,S25,S26,S28
72632e977a8b580e3a5744bd120c690b,0,25,0,0,0,0,0,0,0
410266b8a634dc6d95e3b8ddd132592e,0,73,0,0,0,0,0,0,0
9614d60113e5ce3b72bffb64cb710096,0,0,0,0,73,0,0,0,0
1f835ee35b107b5b8d00a10e6697f8e7,0,0,72,0,0,0,0,0,0
5193d224ff1b394fb85c704d82839a5a,0,0,0,0,0,0,72,0,0
eb802b2a0ac454bf1e89e30601e106d9,0,0,35,0,0,0,0,0,0
abd1114c1060d7513f846e9993f8990b,71,0,0,0,0,0,0,0,0
a608961ec99a9f3b79fa5c2b786cf894,0,0,0,0,0,28,0,0,0
dd04203a7a1e7ccb55dcff6184f3b1d1,0,0,0,0,0,0,50,0,0
a8998133b4ab7b0238712926abc70e92,0,0,0,0,0,0,46,0,0
9d1a51b1bea9bfd2a0d11ec3276c5bca,0,0,0,0,0,0,0,69,0
1c330c560ae3c68b75f89812e8023eff,68,0,0,0,0,0,0,0,0
f3ccd50b1c89dae982e25c2ab4c6c003,0,0,45,0,0,0,0,0,0
b19137971af65ce51d54efebd0c09601,0,0,0,68,0,0,0,0,0
860fe3db7652bfcf1b7151f0bb7fdcd0,67,0,0,0,0,0,0,0,0
0e2a8b38026dfb54f4ba2418d41afcbc,0,0,67,0,0,0,0,0,0
a51df31eb6727df7e3acf9e1792a52bb,0,0,0,0,0,0,67,0,0
13ea7338f5ddca28ae23c51312965d32,0,0,0,0,0,0,67,0,0
82e4064cc40d64bf0c624b8e5bdb16f9,0,0,0,0,0,0,0,26,0
b5bfa6960546764896cc748b9437b2f3,0,0,0,0,0,0,0,66,0
270c741bd45c25a4a5668cbe611c46d3,0,0,0,65,0,0,0,0,0
752fd4622dbc8494cc4b8589af56b58a,64,0,0,0,0,0,0,0,0
f2cdc01ceb5097c286610d168f3a1ecb,0,0,0,0,0,0,64,0,0
2945aa1ef6d6e594fdcd46b41e9a9ad4,63,0,0,0,0,0,0,0,0
c3e53948483d60c7285e9303d34c91f7,0,0,63,0,0,0,0,0,0
68281c32a4b22b853abfdfb92564704d,0,0,0,63,0,0,0,0,0
5361d6343d2f36dd4b750c6b227e3d27,37,0,0,0,0,0,0,0,0
a8a1d980f6a8ade612777a2b47e02a23,62,0,0,0,0,0,0,0,0
5bd0c56e31735c64fe95f1d660e78f9e,0,62,0,0,0,0,0,0,0
35c9dbee66c660b9c9d0451b217e3ffe,61,0,0,0,0,0,0,0,0
a00b141bff93c98e8ee830a0e1800859,0,61,0,0,0,0,0,0,0
6aaec673d5bec4f71481b64343a00c38,0,0,61,0,0,0,0,0,0
20c79d283a8265ad542f19c0765e12c2,0,0,61,0,0,0,0,0,0
4e6f0d485efb38e6b3bf315ca7fe3481,0,0,0,0,0,0,61,0,0
db581b9c5d2ce68f159e36f87ca4c387,0,44,0,0,0,0,0,0,0
8340c2f154913977c87545cb7d857172,0,0,60,0,0,0,0,0,0
8e780942c9bf3be60449cd210d6c65a4,0,0,60,0,0,0,0,0,0
bbb58a99bf454571fa969b4343d90841,30,0,0,0,0,0,0,0,0
04113a2943fdc88d6caf2057f9e57734,0,59,0,0,0,0,0,0,0
bc18ee6d49b3ce210838ff265996f410,0,0,59,0,0,0,0,0,0
990d087e553eb96a97ba9902eafee622,0,0,0,59,0,0,0,0,0
af57db903cce3ba087ee5e29bd980718,0,0,0,0,0,0,0,59,0
70942417d13a14f3620646556d557ea8,0,0,58,0,0,0,0,0,0
46086451ac7bc527a986afdcafa551ee,0,0,58,0,0,0,0,0,0
117b155ff26d1e6dfb61fb2288aea2aa,0,0,0,58,0,0,0,0,0
04f0d573e0013dac732254d5f9eb38e4,57,0,0,0,0,0,0,0,0
386c2a397b8705590bf7b2f27b0289aa,0,57,0,0,0,0,0,0,0
a4ef99f780b9b9f72e968017250bb3ef,0,0,57,0,0,0,0,0,0
f3318922df5f9ebce989d35652f85f52,56,0,0,0,0,0,0,0,0
bc987134eca942d7e0d9c812ea28596f,0,0,0,0,0,0,56,0,0
af485a1144d8f5f7a347d22382e98287,55,0,0,0,0,0,0,0,0
6c2b836ba7e2d3fca46ac855fd64a9d4,55,0,0,0,0,0,0,0,0
22e3ab53b637288d3d69c313e605fb1c,0,0,0,0,0,0,55,0,0
60b18533d899888e9ff38ad1adcd2ba3,0,0,0,0,0,0,55,0,0
f9db889843839c2e5fb63457861d0bb3,0,0,29,0,0,0,0,0,0
c317bf2bfecb6edfd417c302affdea92,54,0,0,0,0,0,0,0,0
9c5b32ec0f53edffa189bc5195edeae2,5,0,0,0,0,0,0,0,0
088107d47be5919e9d5d371930d442e8,0,0,54,0,0,0,0,0,0
8063cb979e1035a76b1b002d9b821753,0,0,0,54,0,0,0,0,0
50b14ee90ea56852c520be8ce5d1aa80,0,0,0,0,0,0,54,0,0
d8781a1c96194aace5911624c0ce98da,0,0,0,0,0,0,0,54,0
d0bd4457474670469e066ff38a285a41,2,0,0,0,0,0,0,0,0
cb992d1e3627356e7fc2730efe710b10,0,53,0,0,0,0,0,0,0
fc9d7f1473bffec04dae851fd800bb9c,0,0,0,0,0,0,53,0,0
c23a9f04c270c775b0bac1a404d96d05,0,0,0,0,0,0,53,0,0
512d5cf7ddaf9d88b3206ea4f965713a,0,0,0,0,0,0,53,0,0
28c1c7fc6dfdca2db583f3967a8a420e,0,0,0,0,0,0,0,53,0
474948a39f543d0a02509d1f230bd07a,0,0,0,52,0,0,0,0,0
6b3a6026df0ad1563fa94c1267c001fe,0,0,0,0,0,0,34,0,0
74635980d80c7514cee9e8e7a8703891,0,0,0,26,0,0,0,0,0
302398edac426201ab26065c7ac84ada,0,51,0,0,0,0,0,0,0
672682f3062f155f570780d6e53c03c0,0,0,0,37,0,0,14,0,0
116a0614f27fc1175eb9c55d55a8885e,0,0,0,0,0,0,0,51,0
47edc61331f5f9803afa8541ff6bfe15,50,0,0,0,0,0,0,0,0
15ed92dd441b8f09f9c6fe7e548ceb11,0,16,0,0,0,0,0,0,0
95d9f3d21a4c08f2863400cf654b328a,0,0,50,0,0,0,0,0,0
8784740d61f44588275392e7950d61c2,0,0,0,50,0,0,0,0,0
350bae655d2eb8bfadf71d22f746db2f,0,0,0,0,0,0,50,0,0
fee54f02d63ea368b3c06a0d2c6129d0,0,0,0,0,0,0,50,0,0
054899b65d825f79b1e38656e3d0f26f,37,0,0,0,0,0,0,0,0
dc65d7e59eb8c403ab6da03d63fd4b19,49,0,0,0,0,0,0,0,0
db2383a4cf142c841c8a6df144faa3a8,0,0,0,0,0,49,0,0,0
030141812126bc48b29e523f6e87da76,0,0,0,0,0,49,0,0,0
035adbbe4a3e5bc7434a03e91044a1b9,0,0,0,0,0,0,49,0,0
090f867f0d08f1c4057e4273eacd5524,48,0,0,0,0,0,0,0,0
85e3833cfc0e4748b590442e96fa5557,48,0,0,0,0,0,0,0,0
b71ec67e89bf8e8d7732410705d77bf7,0,48,0,0,0,0,0,0,0
078f75e6728ce6e2e49948bebb98edf0,0,0,48,0,0,0,0,0,0
f5fab3eed76237d2191d0e5e61c3a394,47,0,0,0,0,0,0,0,0
e8e49912b6a72288f4cc0713f14f1dac,12,0,0,0,0,0,0,0,0
cf1ddc82e0bca8cd8d146c22d9af23d1,0,0,0,0,28,0,0,0,0
7f2e20c4064e047f292ac8761167a77e,0,46,0,0,0,0,0,0,0
c36bf727b4368ac9b4137ffebbcec171,0,46,0,0,0,0,0,0,0
f3390004626d3f2baba125564d695bf5,0,0,45,0,0,0,0,0,0
1e1853899edc74e72afc3e1038ae13c9,0,0,0,0,0,45,0,0,0
7cedeab13ef3bfdca304284d43dd0ec8,0,0,0,0,0,0,45,0,0
6a58d74917e845df526587d579725263,44,0,0,0,0,0,0,0,0
dc2917f68439e7717f5bf3827692dfb0,44,0,0,0,0,0,0,0,0
3d19e967725f61abe6534956d55f5a61,43,0,0,0,0,0,0,0,0
5ad3c5b4a4c74773ceca7b5418c03ade,0,43,0,0,0,0,0,0,0
fb257aff1a17799d041fb6470d5129d9,0,0,43,0,0,0,0,0,0
84b8eb9339b513e6d9bc503d4f066989,0,0,0,0,0,0,22,0,0
53df74cb22dbb51a0891f934bbe4427d,42,0,0,0,0,0,0,0,0
645e18ba4abd8c058fba5ec91ed4b5b8,42,0,0,0,0,0,0,0,0
fccbac8c13ab6df85b0382bb009ea1fd,0,0,0,25,0,0,0,0,0
96e506e11c08c4ee976291658864416d,0,0,0,0,42,0,0,0,0
12449fc110011990a805e4eefa0e04e6,0,0,0,0,0,0,0,42,0
65c8d4bc9e8d3ea8bbd626398e5876ba,41,0,0,0,0,0,0,0,0
a1a5fef78e0e97e9e31f8fbd21c5964b,0,41,0,0,0,0,0,0,0
d24159c90e2f27d80cf8e4764f570438,0,0,41,0,0,0,0,0,0
d911a83453a3e9f39b64aa04970f78b2,0,0,41,0,0,0,0,0,0
092aa1c56c665b56bc2b5865f4b617da,0,0,0,0,41,0,0,0,0
8db7cf67d3a300a24a8585267bc2e6ef,0,0,0,0,0,0,41,0,0
fcd455ed0b9aa20ee6b0bda5e29158dd,0,40,0,0,0,0,0,0,0
491d4cfc414d50c3912b16292a2c5525,0,40,0,0,0,0,0,0,0
c466c1983bbbf48dba50fbde8b97e035,0,40,0,0,0,0,0,0,0
a545383f861cd34be5280120edb1c809,0,0,0,40,0,0,0,0,0
82af99fd7c0493a944ee582dc09ed9bf,39,0,0,0,0,0,0,0,0
6e1462dc958d479bd63b4b29c4c3ce41,0,39,0,0,0,0,0,0,0
b3c63e93fa089ae44d2f1f9740fea1b1,0,0,39,0,0,0,0,0,0
a8f35dc8c47875b5583ca459cfdbdb37,0,0,0,39,0,0,0,0,0
f9246270ee161277d8dd0708571f6a7e,0,0,0,39,0,0,0,0,0
cba90fa9cd64b4546a480dafa5c96d00,0,0,0,17,0,0,0,0,0
c9627d2d1b1e6f096cc8699878148473,38,0,0,0,0,0,0,0,0
2df361b8b3c1ccdf1b90b07321e0826a,0,38,0,0,0,0,0,0,0
4375510be97cd7dcce8379f8f215b95b,0,0,38,0,0,0,0,0,0
618d358b6fac046e46073f5698d7db75,0,0,38,0,0,0,0,0,0
09711d6a15ba003be6ec2720c8d60d2b,0,0,0,0,0,0,17,0,0
ca7c2cd0c2f9779c0eeb94e278d40575,0,0,0,0,0,0,38,0,0
441bb850b31d4bbfccb7c2c66d3f6fb4,0,0,37,0,0,0,0,0,0
bf1d83e2cfb081e8bdd7c63373e8d853,0,0,37,0,0,0,0,0,0
02dff09b54761f906831d9c070b02d5f,36,0,0,0,0,0,0,0,0
28d00b7301b32fb7e78454193aa5b2cf,0,36,0,0,0,0,0,0,0
d1e3f6d1bb7a5b8a9bd0bfd7ed3bbdc1,0,36,0,0,0,0,0,0,0
091c9743b8d8db526d92e7a377c4e78c,0,0,15,0,0,0,0,0,0
961beab7112efc6705eeb7eb832387d0,0,0,36,0,0,0,0,0,0
8783f0fdbf85de4f5fe707e5c51b1310,0,0,0,36,0,0,0,0,0
1e20293850becdc8ca1f2414fcb9b5a5,0,35,0,0,0,0,0,0,0
f7d520564a825ff157e2045f8af81c19,0,0,35,0,0,0,0,0,0
8f1d93efbd9a85114d98cae0ce343549,0,0,35,0,0,0,0,0,0
6dfc78b08e354697d19c5059c99a1268,0,0,35,0,0,0,0,0,0
687e115ac8ef5e487e73accc21c235c7,0,0,0,0,0,0,35,0,0
8c9e18f15646623b1418f9c63308381c,0,0,0,0,0,0,0,35,0
58cf0f0b6c6b1ffc93a79799d42c52ed,0,0,0,0,0,0,0,35,0
6d88c795e6a68bf3f031a6cbce8e3273,0,0,34,0,0,0,0,0,0
366c41a54407c3a63aa4f1058a418402,0,0,34,0,0,0,0,0,0
a821e519a8e7072cb2fa0510a24a33d1,0,0,0,34,0,0,0,0,0
bc1ce2c37af4e0cb9fd32c9b105c82ba,33,0,0,0,0,0,0,0,0
9370edbfeef3f7094ee94b65248f43ee,0,33,0,0,0,0,0,0,0
d0ddea443722039d2be681c5252fe413,0,33,0,0,0,0,0,0,0
2efaac7cba793604c5b39fd0469b08e6,0,0,0,0,0,33,0,0,0
26a976449194281938f051d8f1db4295,0,0,0,0,0,0,18,0,0
167f7c06ff79f21f7c47ff7ee13f510e,0,0,0,0,0,0,33,0,0
13aa945225ad75e8b7caa6f38b27bf56,32,0,0,0,0,0,0,0,0
44883b3b5c22517c781680e904ef7d70,0,32,0,0,0,0,0,0,0
d6d7a63fc8cdb29baf559c55b20edec4,0,0,32,0,0,0,0,0,0
d7d03bd6c818a01aaa1c6e53f58c205f,31,0,0,0,0,0,0,0,0
f7c5caedb147a1c413b87d347adb7934,31,0,0,0,0,0,0,0,0
9313e06aee8dc034d4602811857cd254,0,31,0,0,0,0,0,0,0
5cf9c14c73f94b2473530218d8ed7682,0,0,31,0,0,0,0,0,0
bb25162bde202185294cf17e55d76988,0,0,31,0,0,0,0,0,0
ca4e2d4da8bcd0afbf5ba7f796c6f08a,0,0,0,0,0,0,31,0,0
40f55d16b935d6c4a0a8b10e9f38ba83,30,0,0,0,0,0,0,0,0
67b739a73b37b72b3cedb4bf58497217,30,0,0,0,0,0,0,0,0
592d88d683d054251dc052ec10b0271a,0,30,0,0,0,0,0,0,0
5ff903293241b8c1ec97df80e0bfba7e,0,30,0,0,0,0,0,0,0
f10e1985c63e03daca115997cef4485f,0,30,0,0,0,0,0,0,0
cdc06376d9cab4026ad44aae684f7806,0,30,0,0,0,0,0,0,0
c452d5d2ea9446f326ffdb5b1f467e75,0,0,0,30,0,0,0,0,0
7e0796680018adec1ead65206ee1e889,0,0,0,0,0,0,0,30,0
29de85e9973540d4243cf8f7abc20668,0,29,0,0,0,0,0,0,0
6fb8a56a71de7122d111075847bf42d0,0,0,29,0,0,0,0,0,0
4f8c38af43a69c72ce4ec8d872546133,0,0,29,0,0,0,0,0,0
55121b1e00ce0d6eed54bbe585e581a3,0,0,0,29,0,0,0,0,0
615ef1958b7722fbace09df3aff3e626,0,0,0,0,0,0,0,29,0
1ee3822621534fc8f3bf667901d4638c,0,0,0,0,0,0,0,29,0
d0499105355a5494c193f22e1e16239e,0,28,0,0,0,0,0,0,0
726cb6d3a846e36a66bc31835f3a3e8c,0,28,0,0,0,0,0,0,0
e8d8395fd6a17e0dd9c1f8a88c41aabb,0,28,0,0,0,0,0,0,0
f652451284d4f0ddaf59ca816b104335,0,0,0,0,0,0,28,0,0
d60d76b62ff6d481ba3e69c2de6b4df1,27,0,0,0,0,0,0,0,0
9022f1abb07bdafa4342b5d1a94b7c80,0,27,0,0,0,0,0,0,0
4b2c8cc40ae75f4fa8d6944de42b555e,0,27,0,0,0,0,0,0,0
3f8562d000be421df5e5aa3a8fe8b944,0,0,27,0,0,0,0,0,0
ae08529aad99b7bb98d58b2a8b8441f3,0,0,27,0,0,0,0,0,0
db97421e3f94886534a4260296ea4ff7,0,0,0,27,0,0,0,0,0
235123f288b3a4ec34e61d987b8c0a03,0,0,0,27,0,0,0,0,0
22da4bbe714bd0d95753eb549a3a7cfb,0,0,0,0,27,0,0,0,0
84ea7f68047abf11ced315d7574f2bc7,0,0,0,0,0,0,27,0,0
e248f22454c5cb3dbfb04f86c9ed1d84,0,26,0,0,0,0,0,0,0
d95acc77e98f55a52527cdc81c70b38e,0,26,0,0,0,0,0,0,0
3170c54bdb435d08b4b242b7aa61e61b,0,0,26,0,0,0,0,0,0
0d007bb7a163b40349ca99832df91164,0,0,26,0,0,0,0,0,0
387cd7a0d19b6ded3e7dbdbba267b46f,0,0,26,0,0,0,0,0,0
c436e7e0737fdbb4dc29f39184cf5ab5,25,0,0,0,0,0,0,0,0
4488843ee5defe88ece821588e012ee4,25,0,0,0,0,0,0,0,0
8eebf32702d41f2c7d68bcf0212421d4,0,25,0,0,0,0,0,0,0
7c46fb7133bd1533eaa737c0fa66cdc3,0,25,0,0,0,0,0,0,0
1a1b0d7505275da2ab84a9955adfea65,0,0,0,25,0,0,0,0,0
f15c11b98da300251c11615e1369f980,0,0,0,0,0,0,25,0,0
02429ff0fa18fd3d2ddf1b0ebb80a2dd,0,0,0,0,0,0,25,0,0
f03532db750868eeac0a021d3f27f23e,0,0,0,0,0,0,25,0,0
d954efc08ce19dd04a7a6e3c49d05129,24,0,0,0,0,0,0,0,0
3650700cc5cf5f68b54aa683f20e1a88,0,0,24,0,0,0,0,0,0
81c8c7e26d2c44f091936fdd83254eda,0,0,24,0,0,0,0,0,0
2c65f9846b5e39fc5b5df1dbd0f99f85,0,0,24,0,0,0,0,0,0
25a80cfd66b1ba9603441f258c225e02,0,0,0,24,0,0,0,0,0
d0c6456a352c218820b01f46a4f0095d,0,0,0,24,0,0,0,0,0
84187569d1f652ef18b3232c68ea88a8,0,0,0,0,0,15,0,0,0
3e897aa45abc8d7bd372f97137cec0ea,0,0,0,0,24,0,0,0,0
16b798d487ebb136ff279268bbcd8f9a,5,0,0,0,0,0,0,0,0
10b4a5b9ed81a11b2bbe5c40bb3437c6,10,0,0,0,0,0,0,0,0
d345d0fa072db486433c92d3b0fa5643,23,0,0,0,0,0,0,0,0
9544f2689e6986a51e0cd9441f8c5f47,0,23,0,0,0,0,0,0,0
d52cb643eebae5634690620be2ff1e95,0,23,0,0,0,0,0,0,0
476b9c782994b9279010cb3f1dffe426,0,0,23,0,0,0,0,0,0
255e826bc63b8ef4b8f2b52fa6de927d,0,0,0,23,0,0,0,0,0
e39ba01d4979532d5c4a6f204d5f88c2,0,0,0,0,23,0,0,0,0
d78449280f8fb65dc79b5e9a6784b47b,0,0,0,0,0,0,23,0,0
1ede38da8d45dcd3409f1a98e4abbc02,0,0,0,0,0,0,23,0,0
4e9fac10acf57931a3aedef26d024caa,0,0,0,0,0,0,23,0,0
ca5c523bb4937141fa39d1806aaa7a36,22,0,0,0,0,0,0,0,0
210639de80ef3c9f9df744da2218fe97,0,22,0,0,0,0,0,0,0
915ca3d9a2c7bd44253968b9623db84e,0,22,0,0,0,0,0,0,0
a0941fefeefcc51ad56b643b5f9012c7,0,0,0,22,0,0,0,0,0
ed22cd6d0051c577a45390648c075c1d,0,0,0,0,0,0,22,0,0
d2d99905cda6d16c4c3a856aec3e5721,0,0,0,0,0,0,22,0,0
c950118c920bcdf31213cdf3b2aeb8f1,0,0,0,0,0,0,0,22,0
667ad25a0fe2573b263dc8817697c3ad,12,0,0,0,0,0,0,0,0
417939e74c259a80a689943587545690,21,0,0,0,0,0,0,0,0
3606580e16dfa4e952fb0e1af6679ab4,7,0,0,0,0,0,0,0,0
37482d37057fdb4b2c4098ffa5965aa8,0,0,6,0,0,0,0,0,0
cf3d58c3c33063fe347d3d6918854630,0,0,0,0,0,21,0,0,0
0f845d4d8a296c07f37c9cbd05c694a4,0,0,0,0,0,0,21,0,0
c28f2f165d9bde74a0065df9abe397b2,0,0,0,0,0,0,0,0,21
0bfb7f96099697fed69cf1b3108ae84f,0,0,0,20,0,0,0,0,0
26f5435d45baf6153f6015367100fbd7,0,0,0,0,0,20,0,0,0
f3861e4188c88b51af38bd93ec492fb6,0,0,0,0,0,0,20,0,0
dca163f383323610b423c89ebeefd781,0,0,0,0,0,0,0,20,0
e00d2ab49188a5499f2bb8ea76fb153d,19,0,0,0,0,0,0,0,0
e5c84255e287f1b1e8c998983ffd9420,19,0,0,0,0,0,0,0,0
843db3b19f8f6efb5bfda3fba8a42358,0,19,0,0,0,0,0,0,0
9fbc022d11b025774dabb6b6d05c37dd,0,0,19,0,0,0,0,0,0
fdc25a0f35b394c886c260e497685aa4,0,0,19,0,0,0,0,0,0
19a5781e9b69b94d7fa53fa92071040e,0,0,0,19,0,0,0,0,0
be5338b9be7fa86ed92adc746985d39a,0,0,0,19,0,0,0,0,0
35e71127bc5022457d81d301fb9c503c,0,0,0,0,0,19,0,0,0
28d359cc5f9f3db4d7696cfb9b19d657,0,0,0,0,0,0,19,0,0
fcc42285ac9ad62c23683fef68fd2313,0,0,0,0,0,0,0,19,0
6c3fe71555932a6cb67fce54a5a59d44,18,0,0,0,0,0,0,0,0
c2e8cbe1a2d06dfdd9956e2fdf5ebd7b,18,0,0,0,0,0,0,0,0
f6d5bf0509e97e38f9004545223017cb,0,18,0,0,0,0,0,0,0
6c58f292c8038271fecf60e375b40a1e,0,0,18,0,0,0,0,0,0
db85d1f8a0f363bce8669e78b5ed3323,0,0,18,0,0,0,0,0,0
8f75e0c41b9384355dfeffc2c1d7e0b2,0,0,0,18,0,0,0,0,0
42bb409c52ccacb6e785e71065d044bc,0,0,0,18,0,0,0,0,0
07dbc2c18ec22debb34fc50c5bca8431,0,0,0,18,0,0,0,0,0
fbfeb61a7d549de1684576373f5f998e,0,0,0,0,18,0,0,0,0
24f8c52ebabe570368327702eb96981d,0,0,0,0,0,18,0,0,0
13a1b1154c25a06b557a72bf9c059b8c,17,0,0,0,0,0,0,0,0
146a12b79fd8efa9f4cdc964baa3537d,17,0,0,0,0,0,0,0,0
427a3bf6ebd1d455cc29c61ae2d70339,0,17,0,0,0,0,0,0,0
02cdf544d3c13148168e4834147e49da,0,17,0,0,0,0,0,0,0
08714d2c12cbc46aeb1bf4514daf91c3,0,17,0,0,0,0,0,0,0
bc8867f82f36335ccbd3c64eba61ed54,0,17,0,0,0,0,0,0,0
7b3434fbf8c90f040defbb450112792b,0,17,0,0,0,0,0,0,0
26c9dff68760f49cc69f32cd070dc99a,0,0,17,0,0,0,0,0,0
8264c839b713887831a7f49c29f1c652,0,0,17,0,0,0,0,0,0
ced5e71c5759683a1d37848ba3bed329,0,0,17,0,0,0,0,0,0
7fff6b7da5933fd3c8146e3b7bf491e4,0,0,17,0,0,0,0,0,0
b9bd6d13a13d7751e4506dcaa538d710,0,0,17,0,0,0,0,0,0
4b1a212f6768e8061fc693fc4fd16b19,0,0,0,0,0,0,17,0,0
3d355f83b9cd39db27b9db5385347801,0,0,0,0,0,0,0,17,0
29ae98b1041cbf34a721eb7bedf80e0a,16,0,0,0,0,0,0,0,0
ab340b33bbe4cfea78853850035c5968,16,0,0,0,0,0,0,0,0
b5b4233d7c455175757ecc3a10db6716,0,16,0,0,0,0,0,0,0
f3211480052bfa3d3cd27b08ba008891,0,16,0,0,0,0,0,0,0
46a369f5fa0e5d78d235e956b35caeee,0,16,0,0,0,0,0,0,0
ef9225cd70c3297c62fe03013733f5a0,0,0,16,0,0,0,0,0,0
e6eaf7c37443dfa7a48f3ee5aab63ab4,0,0,16,0,0,0,0,0,0
c4231518ec30e470f8f4f1237915884c,0,0,16,0,0,0,0,0,0
c87dca333a8ace06d2f4574d2d7d038f,0,0,0,16,0,0,0,0,0
b11e1daadca47ea3ec7df931ea2501f2,0,0,0,0,0,16,0,0,0
23ea8e7a1acf4d06e1cefbf74b24ab21,0,0,0,0,0,0,16,0,0
c4f250ca19a4c20d8638c27ee1040127,0,0,0,0,0,0,16,0,0
a7f4f8c820dc8d9e14dfc4aa1663d16d,0,0,0,0,0,0,16,0,0
1a606db25acbf9ab884c845f5cfae098,0,0,0,0,0,0,0,16,0
d1d7e656f955e3c1e19593c9b92588ff,0,0,15,0,0,0,0,0,0
cd042815ad5371c6720c45568a5b0455,0,0,15,0,0,0,0,0,0
f051b4437253937649877af2050fd2fb,0,0,15,0,0,0,0,0,0
7f4f342b453c3f4dd1cde581298c5f82,0,0,15,0,0,0,0,0,0
5c0074ba304366eecb5cd161102bca72,0,0,15,0,0,0,0,0,0
9383f461cf7830293fc7738491563f77,0,0,0,15,0,0,0,0,0
45077665db2f729ff73669abfe8262ae,0,0,0,15,0,0,0,0,0
62cc8ac980cd72d46b412e9e7609da4a,0,0,0,0,15,0,0,0,0
8bf8f209daa1b3fb27cae952578cd04d,0,0,0,0,0,15,0,0,0
fb9be3cbb3d2f07a9442e79c23258ad9,0,0,0,0,0,0,15,0,0
9a75ff539e87ff825c101e053dffe1a4,0,0,0,0,0,0,0,15,0
52ff743e318111803da9689ca7259962,0,0,0,0,0,0,0,15,0
b2041478a8490ba3c5c73114d2c67f8a,0,14,0,0,0,0,0,0,0
de8a564f037c62049799f279affabf37,0,0,14,0,0,0,0,0,0
1c2e8324386e1b69c1cda42e570c8044,0,0,14,0,0,0,0,0,0
c922737e797d9e95ec8e69d0fd2583e7,0,0,14,0,0,0,0,0,0
b728f5a6c976d0a229c513f4ce7879cc,0,0,0,14,0,0,0,0,0
64f0f941bfc5a71ad2d14bca43f5d38f,0,0,0,14,0,0,0,0,0
2c163fac62cf6abfc5415fb41a0f5afa,0,0,0,14,0,0,0,0,0
5ba5a11ee7db1400eeb19e9180930e4d,13,0,0,0,0,0,0,0,0
6285af9aa1541d6bb300a1aa3350675f,0,13,0,0,0,0,0,0,0
ac760d5a29119771c6560e0ad9f7585b,0,13,0,0,0,0,0,0,0
914572813085eec95550dde5a8872a6d,0,13,0,0,0,0,0,0,0
05a7b65ec2ebd8eb834b5e3925c4bb09,0,0,13,0,0,0,0,0,0
7a4b55f8f58dff82efbc0f4754f3fe80,0,0,13,0,0,0,0,0,0
40f8430e63eb9ccb2f258515d5dd7ba5,0,0,0,13,0,0,0,0,0
7cfe9c547e0757a0d73d8b4912dcd4dc,0,0,0,0,0,0,13,0,0
68c7dbcc3c22c31fabc52089c1cf4b0c,12,0,0,0,0,0,0,0,0
4da054ab788dcba7f32548b01bbd174e,12,0,0,0,0,0,0,0,0
6fc4c3edbeb1b7e65b26cc9f9ddea794,0,12,0,0,0,0,0,0,0
bd739d1e31368384ac8437b777bbe835,0,0,12,0,0,0,0,0,0
5c6332e7935c54af3ab1afe000510f39,0,0,0,12,0,0,0,0,0
0198b331b5adc210f2f2920f67cca08c,0,0,0,0,0,0,12,0,0
8530e14a8e5bacfb0357b4a80cec8618,0,0,0,0,0,0,12,0,0
27206c62685c317e51e79f83354cf2df,11,0,0,0,0,0,0,0,0
8471c3aac69ddcbcad9e31068a790977,11,0,0,0,0,0,0,0,0
975e69feeeb2457251cd682d942fde2f,0,11,0,0,0,0,0,0,0
3efdb0c8ddc47193947bb804060e4583,0,11,0,0,0,0,0,0,0
73876e2cf934ee0d319f98dcdd783fb6,0,11,0,0,0,0,0,0,0
70957ad0fdae0892216a3e15fa241c47,0,0,0,0,11,0,0,0,0
5508b55c880900e68e82e4271c1b77c0,0,0,0,0,0,11,0,0,0
cd083955aab4efc48f55db72870b9146,0,0,0,0,0,0,11,0,0
c91ec9e0ad72def2d26c9ed9b7d70ebf,0,0,0,0,0,0,0,11,0
d5d84747c9f2b2980a6004271c72f462,0,0,0,0,0,0,0,11,0
4373fdc13f071b8d58056f7b7749ff34,0,0,0,0,0,0,0,11,0
3b19f2e1a2670458498e10f3137fe7dd,0,10,0,0,0,0,0,0,0
4aa4cd658e208efae4a8cd5380643b98,0,10,0,0,0,0,0,0,0
1e33239d90c9ed4714314a9ef01abc37,0,10,0,0,0,0,0,0,0
882c0ef68658751ca433aa22398ee454,0,10,0,0,0,0,0,0,0
cf1be37df26abb7aed80c4e0ef12fceb,0,10,0,0,0,0,0,0,0
3da17fe277375241227c6bae7a3135fe,0,0,10,0,0,0,0,0,0
b0ee090d17c4b06fa4b8efdd68b699cb,0,0,10,0,0,0,0,0,0
ff7aaa9a89a9a46510a1983e814e2b7e,0,0,0,0,0,0,10,0,0
949603da5569dd34467f8013b30d845f,0,0,0,0,0,0,10,0,0
991e7585ef0572cd9e04114890f59fcf,9,0,0,0,0,0,0,0,0
4acb46cc96154e3818b14be05375c42f,0,0,9,0,0,0,0,0,0
4845c94a82d80fa2f61a008da751b517,0,0,9,0,0,0,0,0,0
8d6946d8f369cdf0e7134139dd9aeb48,0,0,0,9,0,0,0,0,0
2f5f0500132bbd303cb2f4fedc1a8636,0,0,0,9,0,0,0,0,0
325c6839ed3ce1ce956b230c28a9a42a,0,0,0,9,0,0,0,0,0
