OTUID,S6,S10,S11,S15,S22,S23,S25,S26,S28
218cb000791ef649d49accf997c83baf,67,0,0,0,0,0,0,0,0
b37e771a6c7a0a4087f7695c320e869a,0,0,0,0,135,0,0,0,0
ac875cb138df7501bf8824c62f135fc9,0,0,0,0,0,0,0,58,0
40606ec64354b10468f703bfc124d406,77,0,0,0,0,0,0,0,0
1cc388f09b80d012f5ee7fdcb5e0f85e,251,0,0,0,0,0,0,0,0
4a9d17e67d47f3eacf209dbdad912b3e,0,0,0,0,0,0,116,0,0
25cf20bc0d80d4cceb5d0e9891f21858,0,0,0,100,0,0,0,0,0
3e90e67a8fe216e96a6a1d59918698e7,0,0,0,57,0,0,0,0,29
2dcb3d60a2b1eb0e2ce8d0111f5a593f,326,0,0,0,0,0,0,0,0
60f682a056b7dd2ede819fc120c23824,0,0,0,0,0,0,175,0,0
147c89098aa60afdf4e76468c2bc74a9,0,0,194,0,0,0,0,0,0
e76abe9507b2e27897ba285e8272fe0b,0,0,0,0,0,0,59,0,0
845e95efaaa32187b9e5014eeab17035,0,0,0,162,0,0,0,0,0
6e2295b78de26a7c16268ef2c6164330,99,0,0,0,195,0,0,0,0
d59ceaf624bf2103c7569661e4a5c830,0,0,0,63,0,0,0,0,0
bfc24403646e452a05b20a60c857e0fb,40,0,0,0,0,0,158,0,0
cb98bc0b6713fb8717395204a399646f,74,0,0,0,0,0,0,0,0
79b75ab7089512ec9826c5b1f5d2d000,0,0,0,250,0,0,0,0,0
60d7a2659caf3fd2705e1da59059d21b,143,0,0,0,0,0,0,0,0
0a159708711c8105763078911d9331cf,0,0,11,0,0,0,0,0,0
0530cbe83e55097d8377f9e3b4c6eada,0,0,0,0,0,0,232,0,0
88e4f9f87dc3e42e9b1ba9a006045290,0,0,0,0,0,29,0,0,0
75c0fe4220a51873189430b776e7f319,177,0,152,0,0,0,0,0,0
134cbbbb0b96bf1b2690b6fb920ee163,530,0,0,0,0,0,0,0,0
0f7fbf8da9aa5f18292fe983435ae855,0,0,99,0,0,0,0,0,0
c78b41445dba2ec14d92afed0db3072c,0,0,0,0,0,0,0,6,0
4668261413b00b84223751fbaa89bc1f,0,0,0,161,0,0,0,0,0
dc11a7787524885eb1c9dd0c15e51add,277,0,0,0,0,0,0,0,0
a3169f4a5aeb22fc644074f054feeb23,0,0,0,0,0,0,0,173,0
985950a6e0aaad4ad04812a01073233a,0,38,0,0,0,0,0,0,0
7c426fac1c473161e854442d97aa6099,0,0,14,216,0,0,0,0,0
55030a56612d4d1fb3ab82bdb3fefa96,0,0,0,0,0,0,0,73,0
4818d09e215e7fca55d99c01c4366844,38,0,0,0,0,0,43,0,0
1774ca9cb9ce70801b34f88f14a4fb81,0,0,0,92,0,0,0,0,0
47e4a696faca89150919974070c2fdd1,230,0,0,0,0,0,0,0,0
c2376d7cf89b47fb0606af443c2cddf7,0,0,0,0,0,20,0,0,0
ac49b8786cdf65095fb245ada2dd101d,127,0,0,0,0,0,0,0,0
678dec5c943e29e4478fe0eeeb592b39,0,0,160,0,0,0,0,0,0
d640abbf302b6df25455df41e5c3e672,173,0,0,0,0,0,0,0,0
cc3b71eec3ed3b0900b52fd1ea7617f6,199,0,0,0,17,0,0,0,0
a34216b8c0c6ff68cc531e4182788c8a,0,0,0,0,0,0,70,0,0
608fec004e3b394c36e71778f45d06c2,0,0,0,0,0,0,0,0,47
1584c00d7c16642da0bd1db1700ba55a,324,0,0,0,0,0,0,0,0
edf6061168d29b94a5431e0f6c3dd2a3,0,0,0,0,0,158,0,0,0
8cd7aa6d3616c3968d81ca7bbce835aa,32,0,0,0,0,0,0,0,0
6e550856f21d92ffae42343b1ab4c20b,0,0,0,0,0,0,235,0,0
96c1d2a88f093c58f95c51304d25ca1d,0,0,0,0,0,30,0,0,0
8fb6c88fe47ad2f9bead5badbd10f109,90,0,0,0,0,0,0,0,0
7a19f98d829dc84b832350467106d09e,137,0,0,0,0,0,0,0,0
b9db78a6fef2899223ccb3962bd68a98,178,0,0,0,0,0,0,0,0
f7cfe77f504405a549e7fda224272a32,0,332,0,0,0,0,0,0,0
71ed5bd0ae362e06f0e756376e6e8d96,0,0,0,96,0,0,0,0,0
37c87c186facaee6a753a01d9301bc21,127,0,0,0,0,0,0,0,0
b00f6c2a9fafec67725e707eb7dfa419,0,0,0,57,0,0,0,0,0
4128bbdf4b32001ed3b65d4aa409e3c5,0,0,0,42,0,0,0,0,0
c46dadd716f80a99a23c23e1755b177c,144,0,0,0,0,0,0,0,0
65cbdf5edaab1e13bb250ef6fbb5336f,130,0,0,0,0,0,0,0,0
26c1733211f9cf22d3d497283175aaff,0,0,0,126,0,0,0,0,0
df674f96c59fb4b51ddb84e96a21c535,0,0,0,0,17,0,0,0,0
ada74e4d77301fe96608c047e842a62f,135,0,0,0,0,0,0,0,0
6cead1e61a53e748a7da7906629ffc85,207,0,0,0,0,0,0,0,0
90b0fe69efd5332a9b1c3d1320f97fc5,0,0,0,547,0,0,0,0,0
f42f4a8f90f5922605ea32d28fa5946d,0,163,0,0,0,0,0,0,0
3ea11c28cf62adef5b6a4dfd90469c7d,0,15,0,0,0,0,0,0,0
7e4d32a2e872c9d179c36f682ae8356a,0,0,0,114,0,0,0,0,0
fa816e349e3ebc0e11004765b6ffe3f5,0,0,55,0,0,0,0,0,0
fcbfd629307fe82ad44c4fead4becb10,0,0,25,0,0,0,0,0,0
b30fd1d6bcbe64b5202c1ed1500a5675,116,0,0,0,0,0,0,0,0
7f294d3a8d999c6c202280b32f2bbc16,0,0,0,0,0,0,104,0,0
1c61d7a328b93b21c6d739c258e0bc42,207,0,0,0,0,0,0,0,0
726385c7252b0b581033697fdfbc7a78,50,0,0,0,0,0,0,0,0
48a9e3f99154a822b9fd927f78de5143,0,152,0,0,0,0,0,0,0
a6125bf814fe8eca7d5d844fbeb30c5f,0,0,0,0,0,0,230,8,0
37c4eec769b6eac250ba4d9523bb9c11,90,0,0,0,0,0,0,0,0
fdbad9ae3700d04097656ca61f62e84a,0,0,91,0,0,0,0,0,0
943e661605cc86c1ae0a8bfd2f08d8a0,0,0,0,127,0,0,0,0,0
5b246c629dedb48fff8bf7cf67b021d6,0,0,42,0,0,0,0,0,0
147981f4a57bf0e83150cf27ff015b5a,0,0,0,210,0,0,0,0,0
673605d8e4c436e401afe9002fe97685,94,39,0,0,0,0,0,0,0
c46673c9ceabd2dfa1f09afbee7b7cb4,51,0,0,0,0,0,0,0,0
30479db7cd1136037c89f1958f431977,92,0,0,0,0,0,0,0,0
4551ba91db0b63d5f565873b27805214,128,0,0,0,0,0,0,0,0
6089100126b18ef48aa57e638d9a79b6,64,0,0,0,0,0,0,0,0
b09045b8e90477319adb45843d26ecbc,0,0,0,0,0,28,0,0,0
056b56977568364456b02f572fb6c972,0,279,0,0,0,0,0,0,0
65d3ea4121622ec7b337b643cc8e31a0,0,0,0,132,0,0,0,0,23
e5197c596dd8f8ce83ef9468cd4e7f8d,0,447,0,0,0,0,0,0,0
d4862e1167abe9af449f76ac042ef1fe,0,0,0,262,0,0,0,0,0
47eccca80c8870cfac4479002bb96b0e,0,50,0,0,0,0,0,0,0
f1e76064fa137c84872b7477dd13da86,0,0,212,0,0,0,0,0,0
23d4944315af253a45e4209feb458735,219,0,0,0,0,0,0,0,0
73d5d048da20fb714b0d39f1845cfb4f,0,0,246,0,0,0,0,0,0
7b76082029863aa161a6b94f64bc312f,0,0,0,0,0,0,0,88,0
12e83405b053da18ceb0e0fcc2022343,0,0,0,89,0,0,0,0,0
3e3828673f665cf2e1346aa198eaf7b0,0,0,0,0,0,0,60,0,0
65301f2ead0640facf49db1cbfaade77,36,0,0,0,0,0,0,0,0
a01c340b498606d779b3a66fa8fec2f8,0,0,0,0,84,0,0,0,0
ccf1e0eb9662c05ed3594c431938d015,0,0,79,0,0,0,0,0,0
aadae753b8111ff84ac032c809871a3b,0,0,0,0,0,0,66,0,0
225907562e982647697288d5b02bf80c,0,0,0,417,0,0,0,0,0
a66bd8bd5440af8dbd7abbcc3cd5f791,0,0,0,0,0,0,0,30,0
e0979a3fe7f61acb64ca2d8e609e5b0d,0,239,0,0,0,0,0,0,0
162f5d0b3e50f752bf00452ed59391bc,0,0,0,0,0,0,0,42,0
bf9643aa1b0e3ec0a9d42800cbc02150,0,0,0,116,0,0,0,0,0
d1d10a869f319eec12efd1bb0a568597,0,0,0,0,0,0,128,0,0
033999e66c3cf6e3a7b1cd9f237ff8c5,0,0,0,0,0,0,0,0,30
667efbbe042a4a50ee6efa21a3642368,41,0,0,0,0,0,0,0,0
d1648fded66bf6ba90f46513dc292daf,0,53,0,0,0,0,0,0,0
7079b7b968ef5c0533c70961ecbc4c7e,0,0,30,0,0,0,0,0,0
a1888fdb46cf8bdf6e99f9c017a492df,0,0,48,0,0,0,0,0,0
b5be2616a1c006dc8ae0ebd65fea775c,0,0,0,0,0,0,0,55,0
8e3c7562ed4274f75eb4601a36409d50,62,0,0,0,0,0,0,0,0
c58a3f26c36b213ae8b48a15daaf8933,0,173,0,0,0,0,0,0,0
e0904a3cbaef8ecf3061a36720890543,0,0,0,113,0,0,0,0,0
828f32fc45f6986d088808abe1977b98,0,0,116,0,0,0,0,0,0
b835a0e54f9309b33c796a5cc4591ef7,0,0,0,0,0,0,17,0,0
ab78216576ee27a9a9e9d9ee04b060ba,0,0,0,0,0,0,0,0,57
3b0dbe31e14810188e80e602e6d94c1b,0,0,0,0,39,0,0,0,0
b21f5e998dc4992f75f183cdc35a04b3,0,0,327,0,0,0,0,0,0
7aa72b05b1d75bf324ce34c9d248ddbb,0,0,0,0,0,0,258,0,0
ef14d3dac58ed3d5ed6081e1a89ce8d3,0,0,0,82,0,0,0,0,0
b2f2762932af9f3ada57d4e0a7e61aad,0,0,0,0,0,0,0,17,0
3b4ca61715570251da44a7647347dfd3,266,0,0,0,0,0,0,0,0
c3392c965d6680f392d698a051c931dc,29,0,0,0,0,0,0,0,0
d17a30ba7f17f19d4909c323935ae1b9,47,30,28,0,0,0,0,0,0
11f865cc326024610b63520e1ecbb108,0,0,0,0,9,0,0,0,0
fc1dea73834407865f9f15176252c0ce,0,0,0,78,0,0,0,0,0
0297e43d7d7c66f222a66d95bbd44f60,0,0,0,29,0,0,0,0,0
b5053d832cc87e3617a3ddf61b090219,0,0,191,0,0,0,0,0,0
575c18fd026c02136dd4c18d267e8ae2,0,0,0,0,0,18,10,0,0
bb070f6689916eb549874bea13ff24fa,0,0,0,89,0,0,0,0,0
b54f231e39ab4a9ba9186d37aa8b760a,0,0,0,195,0,0,0,0,0
68bdb1d0fbf69b6ef542df0fb0c5e318,12,0,0,0,0,0,0,0,0
219eeba323905ed4eb00f88861b60981,98,0,0,0,0,0,0,0,0
fcad4a9f8469b360d2b59fe9943f7f83,0,198,0,0,0,0,0,0,0
bcd6312bd2fcc675db38cceeb2c325ec,0,0,0,27,0,0,0,0,0
5fd8124bfb9f8b507b1fe2e0831ee6ab,0,0,0,99,0,0,0,0,0
bbe364a76d23379626f7587b765e71eb,241,0,0,0,0,0,0,0,0
3f48f0bc52bdd78fcea43bbb76f92813,0,0,0,83,0,0,0,0,0
e66e7a0291670876d1df7347e8d8509a,0,38,0,87,0,0,0,0,0
461b6aebdf456ef299ec032cafc65df7,0,0,43,0,0,0,0,0,0
c3c1527787997d004ff3bd62fc0f974d,0,0,0,16,0,0,0,0,0
4c6a1cab5e73543c77b87031ddf33ae9,0,20,0,0,0,0,0,0,0
a11c7129edc34a76da3f8ceebad3ffe1,113,0,0,0,0,0,0,0,0
8c8af46145905f197f7eb95f22c9f6b1,54,0,0,0,0,0,0,0,0
4e460a911be8e6e6745e7218716eccd3,0,148,0,0,0,0,0,0,0
26a43e531eea92e08122f28577e9b8c6,161,0,0,0,0,0,0,0,0
844aad65fcaa162d4e82fdebef6aa72a,0,0,0,0,35,0,0,0,0
efefe98e03fbd8e1d2c593f972248de4,0,0,0,298,0,0,0,0,0
029bb91f47aa95332bf7c260adb1e7b5,92,0,0,0,0,0,0,0,0
d7173ea3840eca29ea3077c0ffa645e5,0,0,0,133,0,0,0,0,0
4d21e18f19f57dcc3d047138b639896c,0,0,0,0,0,0,20,0,0
d01818561b3df2611007fc6be83bc8aa,0,0,0,7,0,0,0,0,0
3c859786104a56bdd001a9bb9f23be68,0,41,0,0,0,0,0,0,0
d713c465140e149ef8f1795108ead20c,0,0,0,282,0,0,0,0,0
63395c3987f2ed6c77114e2c49752bd1,101,0,0,0,0,0,0,0,0
859b42f36b1d61a5174fb0bacee555e6,0,0,34,0,0,0,0,0,0
250c96859092266cb408af6f0845ceea,0,0,0,0,0,0,216,0,0
69c6eafd867ee0b53e5e75085e60dbf2,0,0,0,0,0,0,0,37,0
6bc7cf22e2b29c092337c3c8093b38be,0,0,273,0,0,0,0,0,0
456b2a9fe552c971a85b355e03264034,0,0,0,0,44,0,0,0,0
6d4311281e7820bc37ff5cd0fdd6b5bd,0,0,0,265,0,0,0,0,0
ee6f11f770c4ebf6814207f7be195f77,0,0,0,103,0,0,0,0,0
fb59e23672e10f8a5ca1f3b39bc35162,0,0,0,0,0,0,0,76,0
40aa1ae10af7a9f49d5f1431afd7cf50,0,0,0,98,29,0,0,0,0
46ae1779ca0382a2ee5bd977e78b56bf,0,0,25,0,0,0,0,0,0
655024e7320b50ae24c32ba8abcf15ff,0,0,258,0,0,0,0,0,0
a8328a6936ca95cfb50528eb84fb1f68,0,0,0,0,81,0,0,0,0
77552ec815633134545b78d8ff6e57d0,0,0,0,0,0,0,0,124,0
43c1de4a990ab29e38f9f18584b8ec63,0,0,0,0,0,0,61,0,0
216148629606be5583f2372f606e655a,0,0,0,247,0,0,0,0,0
fabef259a7e1cfc61a6c9b0831f063cb,0,0,0,0,0,0,70,0,0
66f46a203d3f89ec9459cb413539ca0d,0,244,0,0,0,0,0,0,0
4bbca753a6f31ee58d6ccf6ded3a9dbe,0,0,218,0,0,0,0,0,0
8406d6be3d269113d4b9f774a04846a1,0,0,56,0,0,0,0,0,0
c9d9ebf964901a96979885cda67e082f,0,218,0,0,0,0,0,0,0
fe1e8d0ed86c430d254bcaf31c1cafdb,0,0,0,0,0,0,68,0,0
352748ee8a035d91aa1a62cb86172846,0,0,115,0,0,0,0,0,0
a9021aadfbfe0a8ea25308df6f356223,0,0,29,0,0,0,0,0,0
ff728061b4f6aff08483a2c1b4f7d514,0,228,0,0,0,0,0,0,0
c5385d4115b60bf82e1fdf526b0cac0e,0,0,0,0,0,0,227,0,0
d1f20b4883017f8b4be7aae3408cadaf,70,0,0,0,0,0,0,0,0
92cc7e5d1d9fe938b159aafbe4462a43,0,0,0,0,0,0,225,0,0
149bce84350e6e7f116f9d8b93c0793e,0,26,0,126,0,0,0,0,0
bbb11c3e141f89cffb2627872e2c39b7,0,0,0,0,0,0,115,0,0
1a064c7ff44048fda6592f3c454e166c,0,0,0,0,0,0,69,0,0
916c08799ab487e154d1322a0a00556c,0,0,0,214,0,0,0,0,0
f718d3b1c0b7124a9947e51f2949a5e8,0,0,0,0,0,0,0,0,3
e46b53fca7adc04e81eebc3a92000033,99,0,0,0,0,0,0,0,0
c5687e431f5f252ca8320f2589053b02,0,76,0,0,0,0,0,0,0
26b13c3ab48fce11438aecbddeffdc3b,0,0,0,204,0,0,0,0,0
a2385893c2859d29ff49b23c73f71022,0,0,0,203,0,0,0,0,0
16c1504cbbe1594cea62091e50f3c55e,0,0,0,0,0,0,202,0,0
65602da7cde4b7bde0ce351aa0f1236b,0,0,0,0,0,0,65,0,0
d2b4bee39ef46d8ca3718cc32521c9ef,0,48,0,0,0,0,0,0,0
193352060a1d09580681f2897183cf01,0,0,0,201,0,0,0,0,0
2a41d2b58536dae6f4a026b52282be9f,57,0,0,0,0,0,0,0,0
31eeebde0c4a9bc0657f769e0138386d,0,0,43,0,0,0,0,0,0
11182896cc55e0fa742a38f6f941ce41,0,0,0,0,8,0,48,0,0
6fcd6a2f548cd9b66a848327ac3054dc,0,0,0,0,0,0,0,27,0
31833335647e1040cce5ecb01e074836,0,0,0,0,0,0,0,79,0
99367ee70f74c742fbd6a15794f5dfd7,0,0,0,74,0,0,0,0,0
8cb828598b68ce3dbf46787c715e7b49,49,0,0,0,0,0,0,0,0
a14567107a45dfa22ec17671b7c138ee,0,0,0,19,0,0,0,0,0
f64121541a64eafd6ccdf42e4320cd14,0,130,0,0,0,0,0,0,0
059180b3d9c3f18a6989709d685cf8b4,0,0,0,0,0,0,0,0,40
426e4d24c74e46a85154e65cc0facf27,0,0,182,0,0,0,0,0,0
c80d36bddfb9adfa6308ac3f3272bf74,0,0,0,97,0,0,0,0,0
490ce31d13b1a078d1d27f7b7f1effe6,179,0,0,0,0,0,0,0,0
8e9297ae99f248f34aac78ab0e5edbac,0,0,0,179,0,0,0,0,0
7ae9f80a715366689954628b150aa262,0,0,0,178,0,0,0,0,0
fb0b28dcb90794376993e9b9cac818ae,0,0,177,0,0,0,0,0,0
e8cb203d2430f462342380da2b0ad92b,0,0,0,0,0,0,177,0,0
dd6fdd30374c6ddc6d2858eaf5c713f4,0,90,0,0,0,0,0,0,0
ca80251bf719b82357a66ccbffc1b557,0,0,0,0,0,0,0,0,18
84a4194d92f6c432ca6205a45a0ca4f3,45,0,0,0,0,0,0,0,0
01d43dda6f80c024549040558e69888a,0,0,0,38,0,0,0,0,0
ecd1ac4a5509a39fdf82ab9f25565a78,69,0,0,0,0,0,0,0,0
afe0ba2e12276388a4026cdbccc38f5e,67,0,0,0,0,0,0,0,0
38d1debc0e6837ff37670052a4a9ab15,0,24,0,0,0,0,0,0,0
05118e4ebf1f12c92f5cf940e869792f,51,0,0,0,0,0,0,0,0
18553b206344bb683cdf6c54a1e70e4f,46,0,0,0,0,0,0,0,0
3804334244358f6c16a403bf011208de,18,0,0,0,0,0,0,0,0
e9d1a95a9b68c2ce5293be087dd0083f,0,0,0,162,0,0,0,0,0
d6088c649a3d6db58128a1bb083e68fb,0,0,0,162,0,0,0,0,0
b002f9bf1302abe2d3effa77dfb973b4,0,64,0,0,0,0,0,0,0
bb4a09c146a9ec9535e95a762658d1dc,0,0,0,161,0,0,0,0,0
4cd380264650ed065d9fba2611b72aa8,0,0,0,0,49,0,0,0,0
1e6fccec7a1122d4f453404dcc876ae8,0,0,0,0,0,0,158,0,0
1bc04af63b8c9a8d536eacd746f77f6b,0,0,0,0,104,0,0,0,0
1f7a9b630ff3307eb1c9a6c0af9bacd0,0,0,0,0,0,0,109,0,0
d7e13b62f4753ba36ede93d2f78e10ed,53,0,0,0,0,0,0,0,0
c8bcb0656c5bb6b3d5edb09b372f68e0,35,0,0,0,0,0,0,0,0
be887dc86008b0e73820639c2905713c,0,0,0,0,0,0,0,0,9
eaf052803722a8d44ff93e69e9f8b03d,0,0,147,0,0,0,0,0,0
26fe51d16b00e9e13753c9ba53f7d86d,0,0,0,0,0,0,147,0,0
2f7c6badfec63a855de891d2bc074516,0,146,0,0,0,0,0,0,0
b3df0558750e8cce15682baaf885d7e4,0,0,107,0,0,0,0,0,0
17178383c5988bfd5f7ef5d902a54838,0,88,0,0,0,0,0,0,0
72339642078f46db4dfdce4779363da4,0,13,0,0,0,0,0,0,0
f00d66d41336d1728fb27d81ab60767a,0,0,0,0,0,0,144,0,0
484938ac1f5c9092eb0aed1c3f6ae988,142,0,0,0,0,0,0,0,0
f95a564c957b0df29c82e8f64dd6f9f0,0,0,142,0,0,0,0,0,0
0e4a78f1b235f1bbad913ca2da97b64f,0,0,0,142,0,0,0,0,0
98ab36c1e74a0a12b8c3bc8ac30d527e,0,0,0,0,0,0,142,0,0
b9b4590d37b1968a076d4118e4d63172,0,0,140,0,0,0,0,0,0
3f9e103f34ae81594c1dd06338457548,0,0,0,40,0,0,0,0,0
387775f8f87dd17cc74623869728001e,0,138,0,0,0,0,0,0,0
7c09d21b26e3c71bbacb5b434aea432c,0,0,0,0,0,0,0,0,17
906a6ca99111fddf3309a98cdd5946b6,0,55,0,0,0,0,0,0,0
325d2a8afad86929f917b69217226285,0,137,0,0,0,0,0,0,0
c24fe0a557721d70ef11c6ba9a4747cc,0,137,0,0,0,0,0,0,0
f747451b0489b0a8e108d03048488893,33,0,0,0,0,0,0,0,0
1c27a891eacdf4eb2a54f810d1864b36,0,0,0,0,0,86,0,0,0
6777509821df262b0e6310e4247806a9,0,0,96,0,0,0,0,0,0
fa0eb75e85588cbabbed6a273dccac45,0,0,0,0,0,0,0,0,31
48c12fd3d8c42d3f07cff7040cc124bf,0,0,0,130,0,0,0,0,0
fa801a93707af1b8397cd2c26caf0b22,0,0,0,71,0,0,0,0,0
30ba9351a59c4f35e188970e3c3689c0,0,0,0,0,0,21,0,0,0
50e5ced314678b4cce1d52eefa3acd3e,51,29,0,0,0,0,0,0,0
d1d4e594f70952cd3ec7303eeabb688d,0,0,28,0,0,0,0,0,0
1ad62d26c9b1c2df5b832df20f112625,0,0,0,0,0,0,79,0,0
a6c08b9bf5cf124449819c411bddec50,0,49,0,0,0,0,0,0,0
28cb8f4e9a79ee893a047b1d9bc1a7bf,27,0,0,0,0,0,0,0,0
c6c16a0d6706094dc98a3ff37da48619,0,0,20,0,0,0,0,0,0
4e9f2f4cafa4fcac2c5ab3cc6fe1411a,0,0,0,124,0,0,0,0,0
a702496de6d50036dce1c2e27affe5df,0,122,0,0,0,0,0,0,0
2d5e8701242f80e25f2c0c95b872f0ed,0,0,8,0,0,0,0,0,0
6edb69c5b6179c19cd5cb63b99b61a9e,0,0,0,16,0,0,0,0,0
78a402ca3b755ecd37cd2f77e897a896,0,120,0,0,0,0,0,0,0
b8bfbe0aee823b7a62e82b6cfb0142ba,0,23,42,0,0,0,0,0,0
ab16420b283f1279a67703844f9e6609,118,0,0,0,0,0,0,0,0
fb3b3159f0be14ee100bab6b0659dc1c,34,0,0,0,0,0,0,0,0
6771e0b465b4a3b7095947fbafcf798d,0,92,0,0,0,0,0,0,0
f024f9c4486a921b9324970d6b549576,0,116,0,0,0,0,0,0,0
c2bd95acb8f1ce06073c049ccae24af1,27,0,0,0,0,0,0,0,0
85c01c04be64c6d7e7366d519e520168,0,115,0,0,0,0,0,0,0
7f4427b0fad85c67384074c4960300b5,0,0,0,0,0,0,115,0,0
f464a3d02737921b51b7bbc3c6a18a9d,112,0,0,0,0,0,0,0,0
14ddbee64fb3dac2ae3d3b4701e06fc0,0,0,0,0,0,0,112,0,0
fa2398c0c0758474096a49fad91e5ef0,0,0,0,0,0,0,112,0,0
77be8920291203357be793cd0d2576ce,0,0,16,0,0,0,0,0,0
f661339763b45e6b87e8d155c04d6dd9,0,0,0,109,0,0,0,0,0
2b3a98999c3fd8b4c9996af29b7c90bc,0,0,0,0,0,0,0,109,0
b296bbfad30126f6549a8252770e416a,0,0,0,0,0,0,0,109,0
99eacf72db79d28fbf49e506edb57a2a,0,44,0,0,0,0,0,0,0
828a1c03b8f13bc44c47320ad78a8c6a,0,0,0,0,0,0,48,0,0
d00d29a748b23c326b8ccfc7087bc4f7,63,0,0,0,0,0,0,0,0
15d4c9477482fd127ad57bb09164c4fe,0,107,0,0,0,0,0,0,0
96d18d3528116b3304b4c7edf8f29e8a,0,0,0,0,0,0,0,0,19
d3f2782aee8ab3e872ac401864d738f3,0,0,0,0,0,0,93,0,0
d1ead431339dbdb4894fde144e52dea9,106,0,0,0,0,0,0,0,0
243082c35b5e3f884f45be30e8318cc0,0,106,0,0,0,0,0,0,0
4a17a07c6e536dfb60bdd4f9474ec490,0,0,0,106,0,0,0,0,0
b3b8dc86e670df5f40761eafdc89133f,0,0,104,0,0,0,0,0,0
7cd9a00b536c78338b5af84f9964fbc9,0,0,0,104,0,0,0,0,0
00b8cde25fb9ddd72e922dba493414e0,0,0,0,0,0,0,0,0,26
cda8e163ec5b765bb89b2914bd74b7dc,101,0,0,0,0,0,0,0,0
2d07cdce481225bcced157fabf5b1efd,101,0,0,0,0,0,0,0,0
d4fbdd3eae3fec062e2a7b4affe3d630,0,0,0,0,0,20,0,0,0
b53c348924259b6a7d077f3d385427dd,0,0,0,0,0,0,31,0,0
7d8010336b472d658a5e4dbfd5e5364f,0,0,0,0,0,0,46,0,0
790879dad937b2aba3571b6be320a00f,31,0,0,0,0,0,0,0,0
0927b8d61b290aa70b898f1d363dd227,0,0,0,0,0,0,0,98,0
dc4b7c26d21e5313f16866dafad0afdb,0,0,0,97,0,0,0,0,0
aad8b6a311b8c4f5b2dd2e7c6839164f,0,0,95,0,0,0,0,0,0
2c83632eaa1b63f69fdf5265d162ace0,24,0,0,0,0,0,0,0,0
ca127a1fbf6406d8cb5c49cb5148c3e8,68,0,0,0,0,0,0,0,0
78305b44a9ad1002f50ebd196b6e9223,92,0,0,0,0,0,0,0,0
e2e8cb3f5e40bad339479a617f86be59,0,0,0,30,0,0,0,0,0
b2ea6edb30bbba2b145b99da618883ff,91,0,0,0,0,0,0,0,0
013777a10c0397dd3d2126f8f4f6588f,0,0,0,20,35,0,0,0,0
0f3ea0902f7a12e3ffc3765058ce2542,0,9,0,0,0,0,0,0,0
997f34c542d32cd8a950e5a916b69d12,32,0,0,0,0,0,0,0,0
d3a905ba9aff91c5387e41acec455b3c,0,0,87,0,0,0,0,0,0
04b491dea3d4cccd79df77bbcf7b9dc9,0,0,87,0,0,0,0,0,0
9a37e4ac9b20cfa715436bfe0a95c751,0,0,0,0,52,0,0,0,0
a7c72d667b837b69e95f1f9e9dfe79f1,0,0,0,87,0,0,0,0,0
c2b4d86de6be592fc5e63e1ce28fd670,0,0,0,0,0,0,24,0,0
320e5384744a897c4b89bd90c17c9110,0,0,0,0,53,0,0,0,0
f126f0c05164d25fe70da129f70bd48e,84,0,0,0,0,0,0,0,0
a5aeb2ff4c866f921623c997ede0c185,0,84,0,0,0,0,0,0,0
5ef0cd94526e41fda9de9bb24f3fd89c,0,0,0,0,0,0,84,0,0
a516710a3b075b4a216a40399620eae4,83,0,0,0,0,0,0,0,0
b5788b3db58324e39baf2e94f8a3960a,0,83,0,0,0,0,0,0,0
9e3c9cf9ed1fc31449eabe231a2ed9e0,0,0,0,83,0,0,0,0,0
2d1cd6d448c16861cab208e079c647e3,0,82,0,0,0,0,0,0,0
2ee050da54c7fe944d36c8fc73ec5eaa,0,0,57,0,0,0,0,0,0
bed885451f9f3360b258ac0c93d18ea8,0,0,56,0,0,0,0,0,0
721aeca6bab56e1f70d25a9710ffb228,0,0,80,0,0,0,0,0,0
e411d8e7fb2e64881e7b52a5db0b083b,79,0,0,0,0,0,0,0,0
050cc5a3c18f7b6efcf22234310e38ff,0,0,78,0,0,0,0,0,0
c5aecf0536f50587cb0e197fd2a1db40,0,0,78,0,0,0,0,0,0
359725da4fe9291f52a740f2320a0645,0,0,0,0,0,0,0,0,78
722335bfb9925a307955830ef5b0649c,0,0,0,0,0,19,0,0,0
f1b5b16da304786719b7b4f45ee1793a,77,0,0,0,0,0,0,0,0
3a124864187e9bb4c7bf08887066f5c7,0,77,0,0,0,0,0,0,0
4b759bcf1d986b6bdb66ac23babca34a,0,77,0,0,0,0,0,0,0
73fc2e08e5ddde89b3275dfd21a532d2,0,76,0,0,0,0,0,0,0
f3efcbe5b4016443484e3d82ac30a738,33,0,0,0,0,0,0,0,0
9af9e608fd53fcd1a95512312be4c3f8,0,75,0,0,0,0,0,0,0
ff4eaa9d7bcde3fab3a5b5dccd27fc01,74,0,0,0,0,0,0,0,0
af2cdc41f02c05f94dc30aa377234e01,74,0,0,0,0,0,0,0,0
5f1fa8fc1bd19ab07c369708eff45e1e,0,0,74,0,0,0,0,0,0
167a01ae4c37027a708ffa187bd20655,0,0,74,0,0,0,0,0,0
4962e8deeb6aed1ea26dde22280da426,0,0,42,0,0,0,0,0,0
01213dae64e5a38cdef2ab6fc67f32ca,0,0,0,57,0,0,0,0,0
