OTUI,006W2,012W2,014W2,015W2,016W2,017W2,018W2,103W2,104W2,105W2,107W2,108W2,109W2
fcb26c4829127c3d890260c024724a71,180,0,31,0,0,0,0,0,0,0,0,0,0
d4b90b06cb9938ff9a45815e29cfb58f,314,0,0,0,0,0,0,0,0,0,0,0,0
e2c95b049bfe5e5f113e9d8571e3995c,0,0,0,0,55,0,0,0,0,0,0,0,0
f342c546ad1b2d5aaa9d1105e47f64c4,0,0,0,30,0,0,0,0,0,0,0,0,0
8525e69395adf921d11ef48cbda7e7d0,0,0,0,0,0,0,116,0,0,0,0,0,0
9a8680ff9d73b5b01d16ee1a5b3d65f6,0,0,0,0,0,0,0,0,0,0,0,0,104
7c0aef0d4ad0607c50d5bab3e6c76e28,0,0,0,188,732,0,0,0,0,0,0,0,0
1d6c2ce07156f5cc48f42571853baf9a,0,0,0,0,197,0,0,0,0,0,0,34,0
228b0716951c3aec256d73a2eaeb0a76,0,0,0,0,172,0,0,0,0,0,0,0,0
a26dac51735e36dc2c489909abbf10ca,0,0,0,0,143,0,0,0,0,0,0,0,181
a55fe127d3824dd40266b23a6efe4b6b,0,0,0,0,77,0,0,0,0,0,0,0,0
19fcf1bbbaa7b85a6dc94b741380991d,0,0,378,0,0,0,0,0,0,0,0,801,0
bb2f1d23f248625979527b5503c40c49,0,0,0,0,0,0,0,221,0,0,0,0,0
4435b9f90f10fdf7376977b7b8fe8f13,0,0,0,0,189,0,0,0,0,0,0,0,0
7db361db194db47b445fc063a6ee835c,0,0,0,0,0,169,0,247,0,0,0,0,173
584e4d9789380474c2f3b3c4160b5bdd,0,0,482,0,0,0,0,0,0,0,0,570,0
870d270e88489e87cd30e97be859d897,0,0,0,0,0,0,0,0,0,0,150,0,0
32d00bfc8018e2efd72f02b940861936,0,0,0,201,526,0,0,0,0,0,0,0,0
d656bfc5d6c594e6fd24c317b8b273fa,0,0,0,128,0,0,0,0,0,0,0,0,55
033a531fe98ee47a088f692b7ee128ca,0,0,0,0,0,0,0,0,0,0,0,0,72
27f8f51234e461d4f6416293a7ac8ad9,0,0,0,0,191,47,0,0,0,0,0,0,0
87760b7c124ecfd38756d20458d74e47,171,0,0,0,0,0,0,0,0,0,0,0,0
a0db570f6f36799159749ee894d9c6d6,0,0,0,0,0,0,0,99,0,0,0,0,0
48e93a24f0547438e5bd41035345e0cd,0,0,402,0,0,0,0,0,0,29,0,634,0
19996758deed1569d19ee0525d2359f8,283,0,0,0,0,0,0,0,0,0,0,0,0
a6b05d0cb2d0a6ec757880ee691058db,0,0,0,0,0,0,0,0,97,0,0,0,0
d49ee87c6aff83225e71f2b2e53c5d2f,0,0,0,0,121,0,0,0,0,0,0,0,0
16e0f5fde5e87ed75e0476b97162ef5b,0,0,366,0,0,0,0,0,0,0,0,570,0
82fea0178d27f3f35defd29a7d3c1d71,42,0,0,0,0,0,0,0,0,0,0,0,0
5fc7efd0b007841f7a3f7a37ef1b16ea,498,0,0,0,0,0,0,0,0,0,0,0,0
8d14942952af141b2db73b7ecad05bc8,0,0,0,0,0,0,0,0,0,0,159,38,0
1d71f039cb32a70fef8fdae53c8a61c1,91,0,0,0,0,0,0,0,0,0,0,0,0
2b167247f4636a28f8e486e36b7e1b46,65,0,0,0,0,0,0,0,0,0,0,0,0
47448d617695adb8efae4139c225d3a0,0,0,0,0,0,0,0,0,0,0,0,0,77
b44edbfc4ac0398cd188c46457e7570d,73,0,0,0,0,0,0,0,0,0,0,0,0
ef88f4605b65bcd71c3a3a2550a23a84,0,0,367,0,0,0,0,0,0,0,0,494,0
96ca7c02000ff7c84b869bae9bc3d78f,0,0,0,0,0,0,0,0,0,0,0,101,0
17c16acf71ae319d7c1596695bf1af4b,0,0,0,0,0,0,0,0,0,0,0,27,0
de849230125566037da67f65a97ac953,169,0,0,0,0,0,0,0,0,0,0,0,0
4c9014a2818469bee7227182b6916124,60,0,0,0,0,0,0,0,0,0,0,0,0
dc6097df31b5fed947a604a1a56177a7,0,0,101,0,0,0,0,0,0,0,0,0,0
1066534c718c83f6d943b2905e1629e6,0,0,0,0,0,0,0,337,0,0,0,0,0
c02967009ff097963618d1bc82831cf6,0,0,0,0,36,0,0,0,0,0,0,0,0
99537027c95437e986e25039ee764578,0,0,0,0,0,0,0,14,0,0,49,0,0
c3ec9aa0599ac0effc1ef52d20c816f0,0,0,388,0,0,0,0,0,0,0,0,388,0
b41d62ef001a3e716087230095c0cf22,0,0,0,0,0,0,0,0,0,0,0,0,126
3e90e67a8fe216e96a6a1d59918698e7,165,0,0,0,0,0,0,0,0,0,0,0,0
1535e2d219fe1ea08c549eaa07b032d6,0,27,0,0,0,0,0,0,0,0,19,0,0
efa6547042d63eb70da807186d7b15dc,0,0,0,0,75,0,0,0,0,0,0,0,0
214cedd79b4986d4117fffd343651387,0,0,0,0,108,0,0,0,0,0,0,0,0
130fe3056a5193cdc125bae48825fe76,0,0,0,0,0,0,0,28,0,0,0,0,0
ada3a722277b4d2c29aa10b092aa2a10,0,0,0,0,0,0,0,0,0,0,0,0,89
ac2408fed13dd3babf8a53860a22b9d1,0,0,0,0,121,0,0,0,0,0,0,0,0
c78b41445dba2ec14d92afed0db3072c,0,0,0,0,0,0,0,59,0,0,0,0,0
a702970dab0a87aa5506bcb585087aec,0,0,0,0,0,0,0,0,0,0,0,0,18
cb5643388edd21ed593571f4bc0dd00f,63,0,141,0,0,0,0,0,0,0,137,0,0
985950a6e0aaad4ad04812a01073233a,0,0,0,0,96,0,0,0,0,0,0,0,0
bb75924638cdc4d2cee7bc471030409c,0,0,126,0,0,0,0,0,91,0,274,0,0
678dec5c943e29e4478fe0eeeb592b39,52,0,16,0,0,0,0,0,0,0,0,0,0
250ccf914604c97f342cb368fd1a741c,0,0,0,0,93,0,0,0,0,0,0,0,0
52676fd8b38b761d9aeffd4da98f03eb,0,0,0,0,125,0,0,0,0,0,0,0,0
0322c35dd6c25ae92fc78d10e5a75261,26,0,0,0,0,0,0,99,0,0,0,0,0
0b24db8224d63f913f2466dc57bf9f6c,79,0,0,0,0,0,0,0,0,0,0,0,0
d3eb9b1730a6355c0e017299dbad4d37,102,0,0,0,0,0,0,0,0,0,0,0,0
4b4e10cd9b91e411e423c8e3cb037699,0,63,0,0,0,0,0,0,0,0,0,0,0
4c70003a2ec97967d5f25d64f98b1648,243,0,0,0,0,0,0,0,0,0,0,0,0
8cd7aa6d3616c3968d81ca7bbce835aa,0,0,0,0,83,0,0,0,0,0,0,0,0
83c268c132dd1135a945dbe6cf02c754,0,0,0,0,0,0,0,0,0,0,69,0,0
d3e3236cc779c54c0a99e077c226cb0f,55,0,0,0,0,0,0,0,0,0,0,0,0
874c7a08d906971d45a2e4ed2284433d,0,0,0,0,0,0,0,0,0,0,0,0,178
ba1c72a61182c04198f13487a5808fcc,0,0,0,0,53,0,0,0,0,0,0,0,0
15ee709456386d78edcfae41f9ee2c58,134,0,0,0,0,0,0,0,0,0,0,0,0
fde1ab1623af0e70474f110521c15ec2,213,0,0,0,0,0,0,0,0,0,0,0,0
0baa0ae4aee6ab93c4496f6c13b54b19,0,0,0,67,146,0,0,0,0,0,0,0,0
7c8a90afcccec5714fd891b91da7fc95,0,0,13,0,0,0,0,0,0,0,0,0,0
e0dfbf9885e1d8a3f833fc797ba84984,0,0,0,0,0,0,0,0,0,0,64,0,0
830e89b716987951f79702a83f16691e,0,0,0,0,0,0,0,0,150,0,0,0,0
07f061ba8bda9864ddb3b11ff878801f,0,0,0,0,0,0,0,0,43,0,0,0,0
ada74e4d77301fe96608c047e842a62f,73,0,0,0,0,0,0,0,0,0,0,0,0
80d31db3aa7a27a0771e28577b6b9e0e,64,0,0,0,0,0,0,0,0,0,0,0,0
3ea11c28cf62adef5b6a4dfd90469c7d,133,0,0,0,0,0,0,0,0,0,0,0,0
b30fd1d6bcbe64b5202c1ed1500a5675,93,0,0,0,0,0,0,0,0,0,0,0,0
7dc1929f64375c4e2586d161e96f442d,0,0,0,0,44,0,0,0,0,0,0,0,0
083b0982f8d77bfbac2005d8b73008ba,0,0,0,0,46,0,0,0,0,0,0,0,0
d5ae153b41f190ac80be65ebb13fb512,0,0,0,0,0,0,0,0,0,0,129,0,0
b4e025c939c76ca9cb8b80cb0d45aab8,0,0,98,0,0,0,0,0,0,0,0,0,0
51e69afb3a97e92a782f0a14e345633f,44,0,0,0,0,0,0,0,0,0,0,0,0
740c7a161da83249b49ace7044dec64c,0,0,0,0,0,0,0,0,0,0,79,0,0
16adf50f5bc8f8b393ed0c9be3201664,0,0,0,0,215,0,0,0,0,0,0,26,0
803eb4a61e290f4e90c19536f03e0f8c,0,0,0,0,0,0,36,0,0,0,0,0,0
127c186d13ee5dfb62f13568c96fa7f5,0,0,0,0,106,0,0,0,0,0,0,0,0
65b110e3a3e728d9eace3dc017c40ec1,66,0,0,0,0,0,0,0,0,0,0,0,0
02b3a37bf1a09264276aa70c969d7d8b,0,0,0,0,0,0,0,0,0,0,0,90,0
fd8d4b23bfa41a79ccf69501fc4cb826,0,0,0,0,0,0,0,0,0,0,0,0,73
96f04875f70c77ff7990b24e475054ef,79,0,0,0,0,0,0,0,0,0,0,0,0
0b40709c71816f90018d125d6d3362a8,0,0,0,0,10,0,0,0,0,0,0,0,0
a1369b9c13111b43a83de96b5dffd3ab,0,0,0,0,0,0,0,0,0,0,0,0,30
f49644f77513f9ec6b218736acc0ce1b,385,0,0,0,0,0,0,0,0,0,0,0,0
3e3828673f665cf2e1346aa198eaf7b0,128,0,0,0,0,0,0,0,0,0,0,59,0
17c312101301b823ef48ce1cda1f15ce,0,0,0,0,0,0,0,0,0,65,36,0,0
fe36e34ca280a646ed7ec981a3af03da,0,0,0,0,74,0,0,0,0,0,0,0,0
d67bcb045c0ca7e52d483a5e150e3144,0,0,0,0,0,0,0,16,0,0,0,0,0
5f6b8d65f3be5fd499dec3d61e881206,115,0,0,0,0,0,0,0,0,0,0,0,0
644197e855c861b71b17368e3e9cb790,21,0,0,0,0,0,0,0,0,0,0,0,0
667efbbe042a4a50ee6efa21a3642368,0,0,0,0,0,0,0,20,0,0,0,0,0
425a56cd1d6ecf0f70aaa48761b5d87d,34,0,0,0,0,0,0,0,0,0,0,0,0
372d817e834e0b8be827d4d233ab3ba0,51,0,0,0,0,0,0,0,0,0,0,0,0
3087fc9e7175ddc6f405376c6e96d95b,0,0,0,0,0,0,0,88,0,0,0,0,0
03851b6cf1eafd5b1b2ff5d0a1e3a085,0,0,0,0,0,0,0,0,0,0,41,0,0
98dcd8c3898dec09bda3a6b4408a993c,0,0,0,0,0,0,0,0,0,0,77,0,0
9bd43f5c921427cc0ec16122ac2cb91d,0,0,0,0,0,0,0,0,0,0,188,45,0
ab78216576ee27a9a9e9d9ee04b060ba,0,0,0,0,0,0,0,0,0,0,0,44,0
3384e74cdbeefdfeb840d3a69d4f5324,374,0,0,0,0,0,0,0,0,0,0,0,0
624620f8b334b4034e2b3d8f34b2a251,0,0,14,0,0,0,0,0,0,0,0,0,0
d916f4f452e9d43b467c9fd5ba0ea129,0,0,0,0,140,0,0,0,0,0,0,0,0
2a96dbc848fe5ed5ae23a36acd3956d5,0,0,84,0,0,0,0,0,0,0,0,0,0
c3392c965d6680f392d698a051c931dc,0,0,0,0,0,0,38,0,0,0,0,0,0
460206088e84192ab8f31f89836190cd,109,0,0,0,0,0,0,0,0,0,0,0,0
05ce692d525b45b024752ef97c8c9201,0,0,0,0,3,0,0,0,0,0,0,0,0
80b2000cd8d12fccf87760f3ffbb6ff4,0,0,0,0,61,0,0,0,0,0,0,92,0
b3c1951d2255f0393ae6b06f6941b389,0,0,14,0,0,0,0,0,0,0,0,0,0
639a186a83a0e1b9e398a44aae2bfde4,75,0,0,0,0,0,0,0,0,0,0,0,0
8992260a020afc571aaa1e53605eefe6,68,0,0,0,0,0,0,0,0,0,0,0,0
2dfdcfda2d750c4f25e1ed5badd1b040,0,0,0,0,0,0,0,123,0,0,0,0,0
e337ab220bfaa3ddb177f34e39665aca,17,0,0,0,0,0,0,0,0,0,0,0,0
e04e5c42756aafebf8ea321e6bd112ff,43,0,0,0,0,0,0,0,0,0,0,0,0
fa84f5b61b1254a70bb7212cdce6e4ef,0,0,0,0,0,0,18,0,0,0,0,0,0
08a6e61144bbdb23c8eff3b1e5eb1120,0,0,0,26,0,0,0,0,0,0,0,0,0
4c6a1cab5e73543c77b87031ddf33ae9,0,0,0,0,49,0,0,0,0,0,0,0,0
fa2ad1e797ea32bbfd09f277f5cb7b8e,0,0,0,0,0,0,0,29,0,0,0,0,0
3572016f89a4048f13c361e9b9899040,0,0,92,0,0,0,0,0,0,0,0,0,0
34f3fa72c6f4b7583692bdc29155d88f,0,0,0,0,64,0,0,0,0,0,0,0,0
98c23bbe8b6cbc8822cea69e28bee29f,0,0,0,0,0,0,0,0,0,0,240,0,0
4a56d13cca0bb9373b072468276bb8e0,212,0,0,0,0,0,0,0,0,0,0,0,0
d01818561b3df2611007fc6be83bc8aa,0,0,27,0,0,0,0,0,0,0,0,0,0
15c0d8a37ac1db74b1eb504405631188,8,0,6,0,0,0,0,0,0,0,0,0,0
c3d64d44ed1aed38417407959d61c63d,0,0,0,0,36,0,0,0,0,0,0,0,0
bb66e8c0faececd39a3383bac1271b0a,0,0,0,0,142,0,0,0,0,0,0,0,0
f3520dbabc7781689582e0c40e856ffa,0,0,0,0,0,0,0,0,0,0,43,0,0
6eba8129ad88b74bb10fdab135554593,0,0,0,0,0,0,72,0,0,0,0,0,0
40aa1ae10af7a9f49d5f1431afd7cf50,0,0,53,0,0,0,0,0,0,0,0,0,0
8aa6e1ffa0a0dffb9be0d6fa3d6a5e8a,0,0,0,0,0,0,0,0,0,0,103,0,0
a83c222bd9d8fee5668709e96bb6d39e,0,0,0,0,0,0,0,0,0,0,0,0,5
1cc931e6e3a4abafe2803ddb93350ec9,0,0,0,0,0,0,0,0,0,0,65,0,0
9ee3aea73f38b7e6fa4cd9f060c2bcd4,0,0,0,0,0,0,0,22,0,0,0,0,0
d4a0fea45349acafa33e59e0cc6a5a0e,0,0,0,0,0,0,16,0,0,0,0,0,0
ef0ee00d5b4a2e719d51ad16e8d8f86e,31,0,0,0,0,0,0,0,0,0,0,0,0
fb9f1b405154fb21b01b00b0c7ed78a9,0,0,0,0,26,0,0,0,0,0,0,0,0
9ab239fb73e19968a90489e8b8120f9a,130,0,0,0,0,0,0,0,0,0,0,0,0
9da512947e2a9c74542d66c4301d0c0f,0,0,0,0,8,0,0,0,0,0,0,0,0
5890f1d867a50914b4bb2a9882efc718,46,0,0,0,0,0,0,0,0,0,51,0,0
09b02f3bcbb7b2039cb8ff4ca6ee7093,0,0,0,0,82,0,0,0,0,0,0,0,0
b55e1197e29970c467f0457905414a37,0,0,0,0,22,0,0,0,0,0,0,0,0
9c0384ddad6bc977bf9b87eb9fa1fe5c,0,0,0,0,0,0,110,0,0,0,0,0,0
7ee207de9cf5f98761607b6bedd362d7,0,0,33,0,0,0,0,11,0,0,0,0,0
eaac08d580adc4b1ea0e25342029192b,0,0,0,0,0,0,0,0,83,0,0,0,0
fca1494c05ef29aedba3984a5f357a88,62,0,0,0,0,0,0,0,0,0,0,0,0
e4f793084edf73993d897ae28e4454e4,0,0,0,0,80,0,0,0,0,0,0,0,0
39750f128ab6b36e58328dde527a83cb,0,0,0,0,0,0,0,153,0,0,0,0,0
14941fb89ffdfdecaac7c1eaae49c9df,68,0,0,0,0,0,0,0,0,0,0,0,0
204892788b3c3d12d2ce9087a707cc6a,54,0,0,0,0,0,0,0,0,0,0,0,0
f0c01da1b229268664a548412120a197,0,0,0,0,0,0,0,0,61,0,0,0,0
79bccfb72122a90147b7d57852a1aa50,0,0,0,0,131,0,0,0,0,0,0,0,0
3035b603354bd7429f5a0f197d88cc41,0,0,0,0,0,0,0,0,0,0,0,42,0
c5c11cc49555cc1003e78d6471b3625b,52,0,0,0,0,0,0,0,0,0,0,0,0
048ee965c7eb2ec189afc42ba3c71076,0,0,0,0,0,0,0,0,0,0,0,0,6
7f4cf4cd1fdb50977b469cf845837ea0,0,0,0,0,153,0,0,0,0,0,0,0,0
b24f9fd025df2fc6169df9d40e13aaf7,0,0,0,0,175,0,0,0,0,0,0,0,0
8c969f0fedcafb3baa8a70c6b7f075bf,102,0,0,0,0,0,0,0,0,0,0,0,0
b40ae421b98f5f32b9784a9518802dfd,49,0,0,0,0,0,0,0,0,0,0,0,0
9f52f7972d50645b631b689a02be7003,0,0,0,0,0,0,0,0,0,0,167,0,0
0aad8b202e301b0ece2a36ee3727cb25,0,0,0,0,0,0,0,0,0,0,143,0,0
2702ff093ef92e802419519bd80de3fa,0,0,0,0,0,0,0,0,0,0,73,0,0
9ca29e4159c976d64b3f944f8da5a475,0,0,43,0,0,0,0,0,0,0,0,0,0
0c950bbe2eb5ccb372ad58b0ca6c8af8,15,0,0,0,0,0,0,0,0,0,0,0,0
46f8ef7df03b4084a6c3918aed02dfd5,0,0,0,0,0,0,0,0,0,0,0,0,10
24d752cb41dd7ed6d045b9a9628217c8,0,0,0,0,20,0,0,0,0,0,0,0,0
c1e246ef6bc13c13c1706aa2214891df,0,0,0,0,0,0,0,19,0,0,0,0,0
d2e0238789968e25fb461d358b4f22cb,93,0,0,0,0,0,0,0,0,0,0,0,0
ae90298764e226200ef98a920f1bc34f,0,0,0,0,0,0,0,32,0,0,0,0,0
b09e40a4df31c516f15dec712c103bb0,0,0,0,0,0,0,0,0,38,0,0,0,0
fdd7ededca9c9b6bfb0a3a8bf0bdee64,123,0,0,0,0,0,0,0,0,0,0,0,0
7b50470c6d890cb14bff580f52e75da1,0,0,0,0,0,0,0,0,0,0,80,0,0
6d9d0deaa65e3287f7fc7b350ae8c00c,0,0,0,0,0,0,0,0,0,0,138,0,0
920a7769cfb94b211935edd97f73194d,0,0,0,0,0,0,0,0,0,0,135,0,0
c473adc1f286a0ac47ffa92da553f3a4,0,0,0,0,133,0,0,0,0,0,0,0,0
b4a8b3c8337e26458f48e8ab94fda65a,0,0,0,0,0,0,0,0,69,0,0,0,0
1092f9376146a4d48ab29c3f356991d9,0,0,0,96,0,0,0,0,0,0,9,0,0
583973625b61cf8395c57f1cf2fae167,0,0,0,0,0,0,0,0,0,0,130,0,0
e5b46e607acd365cbf7013895672d4f6,0,0,0,0,0,0,0,0,0,0,130,0,0
e317a76cb9bf8a48878e059fff2534ea,0,0,0,0,0,0,0,0,0,0,128,0,0
345fb6ac93dee7273e003f895f1af86b,30,0,0,0,0,0,0,0,0,0,0,0,0
ba80d638a81c1bbae7def40a64307d32,46,0,0,0,0,0,0,0,0,0,0,0,0
f0ee0b2e0016aee88565276ca7bddd49,0,0,0,0,0,0,0,0,0,0,0,0,13
f577a69fdc52e7d0fa89d1d482e43ab0,0,0,0,0,0,0,0,0,0,0,35,0,0
1c4e723cdde382bea50fb991c8a5e817,0,0,0,0,56,0,0,0,0,0,0,0,0
7849f58f437a65d01436339fb46c51b2,0,0,0,0,0,0,15,0,0,0,0,0,0
98bcc8f4184c35a12167e882c5bd21c1,0,0,0,0,70,0,0,0,0,0,0,0,0
5a9d8dfed85254d1569183b5dc47078f,121,0,0,0,0,0,0,0,0,0,0,0,0
92eacbe3ae1be339c4b3c454c7bb3070,0,0,0,0,0,0,0,0,0,0,0,63,0
4bc2f24d8590352a0c387d8024edee3f,78,0,0,0,0,0,0,0,0,0,0,0,0
6a306ee9762a899e8f60372691c39a33,30,0,0,0,0,0,0,0,0,0,0,0,0
1545e51b2936f87952560b4df59fdc36,0,0,0,0,53,0,0,0,0,0,0,0,0
5c535be9251b4c5a64158b8caf82fd90,0,0,0,0,0,0,0,61,0,0,0,0,0
0991e44c305d9691eca8cf850308df6e,0,0,0,0,0,0,0,0,0,0,117,0,0
d06ab2c52f8b4c6545b7d950be090879,0,0,0,0,59,0,0,0,0,0,0,0,0
0feec829dcfa176a4e575bbff4aeccbc,0,0,0,0,0,0,0,0,0,0,114,0,0
79ef4267effdaa694e07b4bff295b12b,0,0,0,0,0,0,88,0,0,0,0,0,0
a844421424f17cf7f24916c18f3190f8,0,111,0,0,0,0,0,0,0,0,0,0,0
fe81ef3b4a498cb14cc19ce9cecd32a1,0,0,0,0,0,0,0,0,0,0,0,0,111
80f43f8e4230016e707fa0d09887ccb1,24,0,0,0,0,0,0,0,0,0,0,0,0
c0349091a88dd65e5e4fc11bebb52d22,0,0,0,0,0,0,0,0,46,0,0,0,0
658dda4ba0245219cc0ba3a484220fc7,0,0,0,0,106,0,0,0,0,0,0,0,0
809cd2aded68a4ebabdaacb8b5801737,0,0,0,0,0,0,0,0,0,0,101,0,0
768c6d2e7783f8e2ec8ad2d96426c99e,0,0,0,0,0,0,0,0,0,0,103,0,0
1aea6734768449f7ed72b14d5abace35,0,0,0,0,0,0,0,0,0,0,103,0,0
d5765e9faff5a0d942eb7a581be874aa,102,0,0,0,0,0,0,0,0,0,0,0,0
d41996c23c7c4627ff4054bea1a17da6,0,0,0,0,0,0,0,0,0,0,102,0,0
8ff18a43711415fc4e051ca733ec584f,0,0,0,0,0,0,0,0,0,0,102,0,0
73824aff2249ca9bc4fb28acd89c4cd4,0,0,0,0,36,0,0,0,0,0,0,0,0
d4fbdd3eae3fec062e2a7b4affe3d630,0,0,0,0,0,0,0,0,0,0,0,65,0
1a93caf1397aa4fd4bf7f1f3a4a7e371,0,0,0,0,101,0,0,0,0,0,0,0,0
95c2f4c9330469c5adbb0b0df4ed1d9a,0,0,0,0,19,0,0,0,0,0,0,0,0
790879dad937b2aba3571b6be320a00f,33,0,0,0,0,0,0,0,0,0,0,0,0
120df05d35f617311106a5ee9f0d438c,97,0,0,0,0,0,0,0,0,0,0,0,0
6d0b57b26c81052f5b25b3c2dfb91654,0,0,33,0,0,0,0,0,0,0,0,0,0
66d17d5936ddbc44c15ea6dbd2e3e0ea,0,0,0,0,0,0,94,0,0,0,0,0,0
10c5615c845aaa589c7414482e4e5f57,93,0,0,0,0,0,0,0,0,0,0,0,0
2c83632eaa1b63f69fdf5265d162ace0,0,0,0,0,0,0,0,0,0,0,0,26,0
b25d7f7fc1d94f6471cad4bde824f619,0,0,0,0,28,0,0,0,0,0,0,0,0
9d81eed44083b001089b058e1db16704,91,0,0,0,0,0,0,0,0,0,0,0,0
f07d5e71e3e40ec530715cad6ac7e1f3,45,0,0,0,0,0,0,0,0,0,0,0,0
662dcd02e7065b5180c58f792d865f53,0,0,0,0,0,0,0,0,0,0,0,89,0
31a0393168f492372e1fd6efa955c30c,0,0,0,0,13,0,0,0,0,0,0,0,0
d71c0edf886e25601c46c9275c9d6f99,0,0,86,0,0,0,0,0,0,0,0,0,0
6ccfba7e27b1080608ae5c17cb0e63f9,0,0,0,0,0,0,0,0,0,0,52,0,0
11a874e31adee78b01b332e33a18668a,0,0,0,0,0,0,0,0,26,0,0,0,0
731adefd4c3e819b6b8f2a26bee1f046,0,0,0,0,81,0,0,0,0,0,0,0,0
1dd5d7eb2df05a1c2bcb16c2afb5d36b,80,0,0,0,0,0,0,0,0,0,0,0,0
d355ddb67831e7fd2aea2d46e9f591d8,0,0,0,0,0,0,0,0,0,0,80,0,0
4d8276238feb972b03ce98ad41132291,14,0,0,0,0,0,0,0,0,0,0,0,0
aadaaf810afb78cff950b77268662eaf,0,0,0,0,47,0,0,0,0,0,0,0,0
da4bf25638a8d7b0703221d175443724,78,0,0,0,0,0,0,0,0,0,0,0,0
8007c91b7a0c9965dae39bc38f35be6a,0,0,0,0,0,0,0,0,0,0,78,0,0
af62ed2168ca5269474ed48b07ad1309,0,0,0,0,0,0,0,21,0,0,0,0,0
b4a4b5f00ee80b26f0eca065282abc53,74,0,0,0,0,0,0,0,0,0,0,0,0
c1484046d01ab3b576dfda57917d3f2e,0,0,0,0,73,0,0,0,0,0,0,0,0
dddfb681dbb252550df5a7984af83587,0,0,0,0,0,0,0,0,0,0,0,53,0
beb58a2cf094cd26766360231c9f9978,0,0,0,0,0,0,0,0,0,0,0,72,0
7919edf9d9327fd3aacb47ce1e59693c,0,0,0,0,0,0,0,0,0,0,70,0,0
78efd698dda8af8e910844c03625567c,0,0,0,0,69,0,0,0,0,0,0,0,0
cf6da5217cd289591480812a833f4134,0,0,0,0,0,0,0,68,0,0,0,0,0
a7c9d370a3ae6440179a6293033dc056,0,0,0,0,0,10,0,0,0,0,0,0,0
355f89f2583f18fbe527ce659195b807,66,0,0,0,0,0,0,0,0,0,0,0,0
e7ff03e9863dd7e5f0d1c6edad401c2e,0,0,0,0,36,0,0,0,0,0,0,0,0
432837396a82946211be4a47e678f9fe,0,0,0,0,66,0,0,0,0,0,0,0,0
ca2d3bbf62eb35c9a126aaf84da5bbfd,65,0,0,0,0,0,0,0,0,0,0,0,0
d429954d241a61f0b97f773b5d2990b5,0,0,0,45,0,0,0,0,0,0,0,0,0
e51fe463e05500e7324b85b0515367d8,0,0,0,0,64,0,0,0,0,0,0,0,0
8448b07b0f648d272dd087364ea49aff,63,0,0,0,0,0,0,0,0,0,0,0,0
a9338c6aadc3dafdb6eb46658f55e4d2,0,0,0,0,0,0,0,0,0,0,0,0,13
47ad7fe7b60ffe8e14a6aa9f3fa0c7ee,62,0,0,0,0,0,0,0,0,0,0,0,0
f0d3ad50b769237ea76695e32fd0259d,0,0,0,0,0,0,0,0,0,0,62,0,0
7d3815ad297493d2c5098401f7311c9e,0,0,0,0,0,0,0,0,0,0,0,61,0
7584f7a4469ad77f5d3145b967afd60e,0,59,0,0,0,0,0,0,0,0,0,0,0
85907e3e8f36aacb254d8931463c4137,0,0,0,0,45,0,0,0,0,0,0,0,0
6c0feebe8cf6c991c1dcc6dbeac70d59,0,0,58,0,0,0,0,0,0,0,0,0,0
0c8e9f426bb24ff8778bb84514eac365,0,0,0,0,0,0,0,0,0,0,0,14,0
2253b40074252ab325d0cb97c3a991a4,0,0,0,0,0,0,0,0,0,0,58,0,0
9ffcf0d17a45d5acbc934f3584d6987c,57,0,0,0,0,0,0,0,0,0,0,0,0
7ae6c13adc5e79913588a58aa415e424,0,0,0,0,57,0,0,0,0,0,0,0,0
a673ba18433e4d006289466e2c365d42,56,0,0,0,0,0,0,0,0,0,0,0,0
b684768f3c13ea3c263dbc461f5442e0,0,0,0,0,0,0,0,0,0,0,0,0,19
5b1daf03b993c52f70879a0adbd44f7c,0,0,0,0,55,0,0,0,0,0,0,0,0
6afc1664d6add0e88df6494dd6e5fb14,0,0,0,0,0,0,0,0,0,0,55,0,0
e8ed9b094e2e95cf10ebd8d7e74cbe73,0,0,0,0,54,0,0,0,0,0,0,0,0
b080f785f267908c7b3f5913f7d37eb5,53,0,0,0,0,0,0,0,0,0,0,0,0
2bee616d8a1372a2869a7a54bb8caaf4,28,0,0,0,0,0,0,0,0,0,0,0,0
9bdd558d6db34bc2ce2a593ff9f9f1ad,0,0,0,0,0,0,0,0,0,0,53,0,0
266a0d4a4ed039c205c3bcba8744a78c,0,0,0,0,0,0,0,0,0,0,0,53,0
6c5f30edaf1b7267d9768f3d97745cb7,52,0,0,0,0,0,0,0,0,0,0,0,0
c07fea4ca9924c764d18b5fa4a531191,0,0,0,20,0,0,0,0,0,0,0,0,0
41c304cf5a102e6daf7f8497d4543deb,0,0,0,52,0,0,0,0,0,0,0,0,0
d9bb2e0cb2d6693930d1cc750492f99b,0,0,0,0,0,0,0,0,0,0,52,0,0
eceb01e6d51b13774150c6408e8e435d,0,0,0,0,0,0,0,0,0,0,52,0,0
ce9f3a52c9a3a6d1ab612caff8267585,0,0,0,0,0,0,0,0,0,0,52,0,0
5a68b1ee6a3c569397044b2e4b73defa,0,0,0,0,51,0,0,0,0,0,0,0,0
502cb8559fbaf9a76dbb457c1bed5b5d,0,0,0,0,0,0,0,51,0,0,0,0,0
